source_text,target_text
80-5.09|006400000006000300030001:,0064000000050003027fff
80-5.14|006500000006000300030001:,0065000000050003027fff
80-5.19|006600000006000300030001:,0066000000050003027fff
80-5.24|006700000006000300030001:,0067000000050003027fff
80-5.29|006800000006000300030001:,0068000000050003027fff
80-5.34|006900000006000300030001:,0069000000050003027fff
80-5.39|006a00000006000300030001:,006a000000050003027fff
80-5.44|006b00000006000300030001:,006b000000050003027fff
80-5.50|006c00000006000300030001:,006c000000050003027fff
80-5.55|006d00000006000300030001:,006d000000050003027fff
80-5.60|006e00000006000300030001:,006e000000050003027fff
80-5.65|006f00000006000300030001:,006f000000050003027fff
80-5.70|007000000006000300030001:,0070000000050003027fff
80-5.75|007100000006000300030001:,0071000000050003027fff
80-5.80|007200000006000300030001:,0072000000050003027fff
80-5.85|007300000006000300030001:,0073000000050003027fff
80-5.91|007400000006000300030001:,0074000000050003027fff
80-5.96|007500000006000300030001:,0075000000050003027fff
80-6.01|007600000006000300030001:,0076000000050003027fff
80-6.06|007700000006000300030001:,0077000000050003027fff
80-6.11|007800000006000300030001:,0078000000050003027fff
80-6.16|007900000006000300030001:,0079000000050003027fff
80-6.21|007a00000006000300030001:,007a000000050003027fff
80-6.27|007b00000006000300030001:,007b000000050003027fff
80-6.32|007c00000006000300030001:,007c000000050003027fff
80-6.37|007d00000006000300030001:,007d000000050003027fff
80-6.42|007e00000006000300030001:,007e000000050003027fff
80-6.47|007f00000006000300030001:,007f000000050003027fff
80-6.52|008000000006000300030001:,0080000000050003027fff
80-6.57|008100000006000300030001:,0081000000050003027fff
80-6.63|008200000006000300030001:,0082000000050003027fff
80-6.68|008300000006000300030001:,0083000000050003027fff
80-6.73|008400000006000300030001:,0084000000050003027fff
80-6.78|008500000006000300030001:,0085000000050003027fff
80-6.83|008600000006000300030001:,0086000000050003027fff
80-6.88|008700000006000300030001:,0087000000050003027fff
80-6.93|008800000006000300030001:,0088000000050003027fff
80-6.98|008900000006000300030001:,0089000000050003027fff
80-7.04|008a00000006000300030001:,008a000000050003027fff
80-7.09|008b00000006000300030001:,008b000000050003027fff
80-7.14|008c00000006000300030001:,008c000000050003027fff
80-7.19|008d00000006000300030001:,008d000000050003027fff
80-7.24|008e00000006000300030001:,008e000000050003027fff
80-7.29|008f00000006000300030001:,008f000000050003027fff
80-7.34|009000000006000300030001:,0090000000050003027fff
80-7.40|009100000006000300030001:,0091000000050003027fff
80-7.45|009200000006000300030001:,0092000000050003027fff
80-7.50|009300000006000300030001:,0093000000050003027fff
80-7.55|009400000006000300030001:,0094000000050003027fff
80-7.60|009500000006000300030001:,0095000000050003027fff
80-7.65|009600000006000300030001:,0096000000050003027fff
80-7.70|009700000006000300030001:,0097000000050003027fff
80-7.76|009800000006000300030001:,0098000000050003027fff
80-7.81|009900000006000300030001:,0099000000050003027fff
80-7.86|009a00000006000300030001:,009a000000050003027fff
80-7.91|009b00000006000300030001:,009b000000050003027fff
80-7.96|009c00000006000300030001:,009c000000050003027fff
80-8.01|009d00000006000300030001:,009d000000050003027fff
80-8.07|009e00000006000300030001:,009e000000050003027fff
80-8.12|009f00000006000300030001:,009f000000050003027fff
80-8.17|00a000000006000300030001:,00a0000000050003027fff
80-8.22|00a100000006000300030001:,00a1000000050003027fff
80-8.27|00a200000006000300030001:,00a2000000050003027fff
80-8.32|00a300000006000300030001:,00a3000000050003027fff
80-8.37|00a400000006000300030001:,00a4000000050003027fff
80-8.43|00a500000006000300030001:,00a5000000050003027fff
80-8.48|00a600000006000300030001:,00a6000000050003027fff
80-8.53|00a700000006000300030001:,00a7000000050003027fff
80-8.58|00a800000006000300030001:,00a8000000050003027fff
80-8.63|00a900000006000300030001:,00a9000000050003027fff
80-8.68|00aa00000006000300030001:,00aa000000050003027fff
80-8.74|00ab00000006000300030001:,00ab000000050003027fff
80-8.79|00ac00000006000300030001:,00ac000000050003027fff
80-8.84|00ad00000006000300030001:,00ad000000050003027fff
80-8.89|00ae00000006000300030001:,00ae000000050003027fff
80-8.94|00af00000006000300030001:,00af000000050003027fff
80-8.99|00b000000006000300030001:,00b0000000050003027fff
80-9.04|00b100000006000300030001:,00b1000000050003027fff
80-9.09|00b200000006000300030001:,00b2000000050003027fff
80-9.15|00b300000006000300030001:,00b3000000050003027fff
80-9.20|00b400000006000300030001:,00b4000000050003027fff
80-9.25|00b500000006000300030001:,00b5000000050003027fff
80-9.30|00b600000006000300030001:,00b6000000050003027fff
80-9.35|00b700000006000300030001:,00b7000000050003027fff
80-9.40|00b800000006000300030001:,00b8000000050003027fff
80-9.45|00b900000006000300030001:,00b9000000050003027fff
80-9.51|00ba00000006000300030001:,00ba000000050003027fff
80-9.56|00bb00000006000300030001:,00bb000000050003027fff
80-9.61|00bc00000006000300030001:,00bc000000050003027fff
80-9.66|00bd00000006000300030001:,00bd000000050003027fff
80-9.71|00be00000006000300030001:,00be000000050003027fff
80-9.76|00bf00000006000300030001:,00bf000000050003027feb
80-9.81|00c000000006000300030001:,00c0000000050003027feb
80-9.86|00c100000006000300030001:,00c1000000050003027fff
80-9.91|00c200000006000300030001:,00c2000000050003027fff
80-9.97|00c300000006000300030001:,00c3000000050003027fff
80-10.02|00c400000006000300030001:,00c4000000050003027fff
80-10.07|00c500000006000300030001:,00c5000000050003027fff
80-10.12|00c600000006000300030001:,00c6000000050003027fff
80-10.17|00c700000006000300030001:,00c7000000050003027fff
80-10.22|00c800000006000300030001:,00c8000000050003027fff
80-10.27|00c900000006000300030001:,00c9000000050003027feb
80-10.33|00ca00000006000300030001:,00ca000000050003027feb
80-10.38|00cb00000006000300030001:,00cb000000050003027fff
80-10.43|00cc00000006000300030001:,00cc000000050003027fff
80-10.48|00cd00000006000300030001:,00cd000000050003027fff
80-10.53|00ce00000006000300030001:,00ce000000050003027fff
80-10.58|00cf00000006000300030001:,00cf000000050003027fff
80-10.63|00d000000006000300030001:,00d0000000050003027fff
80-10.68|00d100000006000300030001:,00d1000000050003027fff
80-10.74|00d200000006000300030001:,00d2000000050003027fff
80-10.79|00d300000006000300030001:,00d3000000050003027fff
80-10.84|00d400000006000300030001:,00d4000000050003027fff
80-10.89|00d500000006000300030001:,00d5000000050003027fff
80-10.94|00d600000006000300030001:,00d6000000050003027fff
80-10.99|00d700000006000300030001:,00d7000000050003027fff
80-11.05|00d800000006000300030001:,00d8000000050003027fff
80-11.10|00d900000006000300030001:,00d9000000050003027fff
80-11.15|00da00000006000300030001:,00da000000050003027fff
80-11.20|00db00000006000300030001:,00db000000050003027fff
80-11.25|00dc00000006000300030001:,00dc000000050003027fff
80-11.30|00dd00000006000300030001:,00dd000000050003027fff
80-11.35|00de00000006000300030001:,00de000000050003027fff
80-11.40|00df00000006000300030001:,00df000000050003027fff
80-11.46|00e000000006000300030001:,00e0000000050003027fff
80-11.51|00e100000006000300030001:,00e1000000050003027fff
80-11.56|00e200000006000300030001:,00e2000000050003027fff
80-11.61|00e300000006000300030001:,00e3000000050003027fff
80-11.66|00e400000006000300030001:,00e4000000050003027fff
80-11.71|00e500000006000300030001:,00e5000000050003027fff
80-11.76|00e600000006000300030001:,00e6000000050003027fff
80-11.81|00e700000006000300030001:,00e7000000050003027fff
80-11.87|00e800000006000300030001:,00e8000000050003027fff
80-11.92|00e900000006000300030001:,00e9000000050003027fff
80-11.97|00ea00000006000300030001:,00ea000000050003027fff
80-12.02|00eb00000006000300030001:,00eb000000050003027fff
80-12.07|00ec00000006000300030001:,00ec000000050003027fff
80-12.12|00ed00000006000300030001:,00ed000000050003027fff
80-12.18|00ee00000006000300030001:,00ee000000050003027fff
80-12.23|00ef00000006000300030001:,00ef000000050003027fff
80-12.28|00f000000006000300030001:,00f0000000050003027fff
80-12.33|00f100000006000300030001:,00f1000000050003027fff
80-12.38|00f200000006000300030001:,00f2000000050003027fff
80-12.43|00f300000006000300030001:,00f3000000050003027fff
80-12.48|00f400000006000300030001:,00f4000000050003027fff
80-12.53|00f500000006000300030001:,00f5000000050003027fff
80-12.59|00f600000006000300030001:,00f6000000050003027feb
80-12.64|00f700000006000300030001:,00f7000000050003027feb
80-12.69|00f800000006000300030001:,00f8000000050003027fff
80-12.74|00f900000006000300030001:,00f9000000050003027fff
80-12.79|00fa00000006000300030001:,00fa000000050003027fff
80-12.84|00fb00000006000300030001:,00fb000000050003027fff
80-12.89|00fc00000006000300030001:,00fc000000050003027fff
80-12.95|00fd00000006000300030001:,00fd000000050003027fff
80-13.00|00fe00000006000300030001:,00fe000000050003027fff
80-13.05|00ff00000006000300030001:,00ff000000050003027fff
80-13.10|010000000006000300030001:,0100000000050003027feb
80-13.15|010100000006000300030001:,0101000000050003027feb
80-13.20|010200000006000300030001:,0102000000050003027fff
80-13.26|010300000006000300030001:,0103000000050003027fff
80-13.31|010400000006000300030001:,0104000000050003027fff
80-13.36|010500000006000300030001:,0105000000050003027fff
80-13.41|010600000006000300030001:,0106000000050003027fff
80-13.46|010700000006000300030001:,0107000000050003027fff
80-13.51|010800000006000300030001:,0108000000050003027fff
80-13.56|010900000006000300030001:,0109000000050003027fff
80-13.61|010a00000006000300030001:,010a000000050003027fff
80-13.67|010b00000006000300030001:,010b000000050003027fff
80-13.72|010c00000006000300030001:,010c000000050003027fff
80-13.77|010d00000006000300030001:,010d000000050003027fff
80-13.82|010e00000006000300030001:,010e000000050003027fff
80-13.87|010f00000006000300030001:,010f000000050003027fff
80-13.92|011000000006000300030001:,0110000000050003027fff
80-13.97|011100000006000300030001:,0111000000050003027fff
80-14.03|011200000006000300030001:,0112000000050003027fff
80-14.08|011300000006000300030001:,0113000000050003027fff
80-14.13|011400000006000300030001:,0114000000050003027fff
80-14.18|011500000006000300030001:,0115000000050003027fff
80-14.23|011600000006000300030001:,0116000000050003027fff
80-14.28|011700000006000300030001:,0117000000050003027fff
80-14.33|011800000006000300030001:,0118000000050003027fff
80-14.39|011900000006000300030001:,0119000000050003027fff
80-14.44|011a00000006000300030001:,011a000000050003027fff
80-14.49|011b00000006000300030001:,011b000000050003027fff
80-14.54|011c00000006000300030001:,011c000000050003027fff
80-14.59|011d00000006000300030001:,011d000000050003027fff
80-14.64|011e00000006000300030001:,011e000000050003027fff
80-14.69|011f00000006000300030001:,011f000000050003027fff
80-14.74|012000000006000300030001:,0120000000050003027fff
80-14.80|012100000006000300030001:,0121000000050003027fff
80-14.85|012200000006000300030001:,0122000000050003027fff
80-14.90|012300000006000300030001:,0123000000050003027fff
80-14.95|012400000006000300030001:,0124000000050003027fff
80-15.00|012500000006000300030001:,0125000000050003027fff
80-15.05|012600000006000300030001:,0126000000050003027fff
80-15.10|012700000006000300030001:,0127000000050003027fff
80-15.15|012800000006000300030001:,0128000000050003027fff
80-15.20|012900000006000300030001:,0129000000050003027fff
80-15.25|012a00000006000300030001:,012a000000050003027fff
80-15.31|012b00000006000300030001:,012b000000050003027fff
80-15.36|012c00000006000300030001:,012c000000050003027fff
80-15.41|012d00000006000300030001:,012d000000050003027fff
80-15.46|012e00000006000300030001:,012e000000050003027fff
80-15.51|012f00000006000300030001:,012f000000050003027fff
80-15.56|013000000006000300030001:,0130000000050003027fff
80-15.61|013100000006000300030001:,0131000000050003027fff
80-15.66|013200000006000300030001:,0132000000050003027fff
80-15.72|013300000006000300030001:,0133000000050003027fff
80-15.77|013400000006000300030001:,0134000000050003027fff
80-15.82|013500000006000300030001:,0135000000050003027fff
80-15.87|013600000006000300030001:,0136000000050003027fff
80-15.92|013700000006000300030001:,0137000000050003027fff
80-15.97|013800000006000300030001:,0138000000050003027ff7
80-16.02|013900000006000300030001:,0139000000050003027ff7
80-16.08|013a00000006000300030001:,013a000000050003027fff
80-16.13|013b00000006000300030001:,013b000000050003027fff
80-16.18|013c00000006000300030001:,013c000000050003027fff
80-16.23|013d00000006000300030001:,013d000000050003027fff
80-16.28|013e00000006000300030001:,013e000000050003027fff
80-16.33|013f00000006000300030001:,013f000000050003027fff
80-16.39|014000000006000300030001:,0140000000050003027fff
80-16.44|014100000006000300030001:,0141000000050003027fff
80-16.49|014200000006000300030001:,0142000000050003027fff
80-16.54|014300000006000300030001:,0143000000050003027fff
80-16.59|014400000006000300030001:,0144000000050003027fed
80-16.64|014500000006000300030001:,0145000000050003027fed
80-16.69|014600000006000300030001:,0146000000050003027fff
80-16.75|014700000006000300030001:,0147000000050003027fff
80-16.80|014800000006000300030001:,0148000000050003027fff
80-16.85|014900000006000300030001:,0149000000050003027fff
80-16.90|014a00000006000300030001:,014a000000050003027fff
80-16.95|014b00000006000300030001:,014b000000050003027fff
80-17.00|014c00000006000300030001:,014c000000050003027faa
80-17.05|014d00000006000300030001:,014d000000050003027faa
80-17.10|014e00000006000300030001:,014e000000050003027fff
80-17.16|014f00000006000300030001:,014f000000050003027fff
80-17.21|015000000006000300030001:,0150000000050003027fff
80-17.26|015100000006000300030001:,0151000000050003027fff
80-17.31|015200000006000300030001:,0152000000050003027fff
80-17.36|015300000006000300030001:,0153000000050003027fff
80-17.41|015400000006000300030001:,0154000000050003027fff
80-17.46|015500000006000300030001:,0155000000050003027fff
80-17.52|015600000006000300030001:,0156000000050003027fff
80-17.57|015700000006000300030001:,0157000000050003027fff
80-17.62|015800000006000300030001:,0158000000050003027fff
80-17.67|015900000006000300030001:,0159000000050003027fff
80-17.72|015a00000006000300030001:,015a000000050003027fff
80-17.77|015b00000006000300030001:,015b000000050003027fff
80-17.82|015c00000006000300030001:,015c000000050003027fff
80-17.88|015d00000006000300030001:,015d000000050003027fff
80-17.93|015e00000006000300030001:,015e000000050003027fff
80-17.98|015f00000006000300030001:,015f000000050003027fff
80-18.03|016000000006000300030001:,0160000000050003027fff
80-18.08|016100000006000300030001:,0161000000050003027fff
80-18.13|016200000006000300030001:,0162000000050003027fff
80-18.18|016300000006000300030001:,0163000000050003027fff
80-18.23|016400000006000300030001:,0164000000050003027fff
80-18.29|016500000006000300030001:,0165000000050003027fff
80-18.34|016600000006000300030001:,0166000000050003027fff
80-18.39|016700000006000300030001:,0167000000050003027fff
80-18.44|016800000006000300030001:,0168000000050003027fff
80-18.49|016900000006000300030001:,0169000000050003027fff
80-18.54|016a00000006000300030001:,016a000000050003027fff
80-18.59|016b00000006000300030001:,016b000000050003027fff
80-18.65|016c00000006000300030001:,016c000000050003027fff
80-18.70|016d00000006000300030001:,016d000000050003027fff
80-18.75|016e00000006000300030001:,016e000000050003027fff
80-18.80|016f00000006000300030001:,016f000000050003027fff
80-18.85|017000000006000300030001:,0170000000050003027fff
80-18.90|017100000006000300030001:,0171000000050003027fff
80-18.95|017200000006000300030001:,0172000000050003027fff
80-19.01|017300000006000300030001:,0173000000050003027fff
80-19.06|017400000006000300030001:,0174000000050003027fff
80-19.11|017500000006000300030001:,0175000000050003027fff
80-19.16|017600000006000300030001:,0176000000050003027fff
80-19.21|017700000006000300030001:,0177000000050003027fff
80-19.26|017800000006000300030001:,0178000000050003027fec
80-19.31|017900000006000300030001:,0179000000050003027fec
80-19.36|017a00000006000300030001:,017a000000050003027fff
80-19.42|017b00000006000300030001:,017b000000050003027fff
80-19.47|017c00000006000300030001:,017c000000050003027fff
80-19.52|017d00000006000300030001:,017d000000050003027fff
80-19.57|017e00000006000300030001:,017e000000050003027fff
80-19.62|017f00000006000300030001:,017f000000050003027fff
80-19.67|018000000006000300030001:,0180000000050003027fff
80-19.72|018100000006000300030001:,0181000000050003027fff
80-19.77|018200000006000300030001:,0182000000050003027fff
80-19.83|018300000006000300030001:,0183000000050003027fff
80-19.88|018400000006000300030001:,0184000000050003027fff
80-19.93|018500000006000300030001:,0185000000050003027fff
80-19.98|018600000006000300030001:,0186000000050003027fff
70-20.04|018700000006000300030001:,0187000000050003027f60
70-20.09|018800000006000300030001:,0188000000050003027ec0
70-20.14|018900000006000300030001:,0189000000050003027f41
70-20.19|018a00000006000300030001:,018a000000050003027f41
70-20.25|018b00000006000300030001:,018b000000050003027e67
70-20.30|018c00000006000300030001:,018c000000050003027e67
70-20.35|018d00000006000300030001:,018d000000050003027f7c
70-20.40|018e00000006000300030001:,018e000000050003027f7c
70-20.45|018f00000006000300030001:,018f000000050003027fd9
70-20.50|019000000006000300030001:,0190000000050003027fd9
70-20.55|019100000006000300030001:,0191000000050003027fff
70-20.60|019200000006000300030001:,0192000000050003027fff
70-20.65|019300000006000300030001:,0193000000050003027e82
70-20.71|019400000006000300030001:,0194000000050003027e82
70-20.76|019500000006000300030001:,0195000000050003027e91
70-20.81|019600000006000300030001:,0196000000050003027e91
70-20.86|019700000006000300030001:,0197000000050003027ff7
70-20.92|019800000006000300030001:,0198000000050003027ff7
70-20.97|019900000006000300030001:,0199000000050003027fbd
70-21.02|019a00000006000300030001:,019a000000050003027fbd
70-21.07|019b00000006000300030001:,019b000000050003027fde
70-21.12|019c00000006000300030001:,019c000000050003027fde
70-21.17|019d00000006000300030001:,019d000000050003027ff0
70-21.23|019e00000006000300030001:,019e000000050003027ff0
70-21.28|019f00000006000300030001:,019f000000050003027f84
70-21.33|01a000000006000300030001:,01a0000000050003027f84
70-21.38|01a100000006000300030001:,01a1000000050003027f2f
70-21.43|01a200000006000300030001:,01a2000000050003027f2f
70-21.48|01a300000006000300030001:,01a3000000050003027fe7
70-21.53|01a400000006000300030001:,01a4000000050003027fe7
70-21.59|01a500000006000300030001:,01a5000000050003027fff
70-21.64|01a600000006000300030001:,01a6000000050003027fff
70-21.69|01a700000006000300030001:,01a7000000050003027fec
70-21.74|01a800000006000300030001:,01a8000000050003027fec
70-21.79|01a900000006000300030001:,01a9000000050003027f60
70-21.84|01aa00000006000300030001:,01aa000000050003027f60
70-21.89|01ab00000006000300030001:,01ab000000050003027fbd
70-21.95|01ac00000006000300030001:,01ac000000050003027fe5
70-22.00|01ad00000006000300030001:,01ad000000050003027fe5
70-22.05|01ae00000006000300030001:,01ae000000050003027fff
70-22.10|01af00000006000300030001:,01af000000050003027fff
70-22.15|01b000000006000300030001:,01b0000000050003027fa4
70-22.20|01b100000006000300030001:,01b1000000050003027fa4
70-22.25|01b200000006000300030001:,01b2000000050003027f69
70-22.30|01b300000006000300030001:,01b3000000050003027f69
70-22.35|01b400000006000300030001:,01b4000000050003027ee4
70-22.41|01b500000006000300030001:,01b5000000050003027ee4
70-22.46|01b600000006000300030001:,01b6000000050003027efb
70-22.51|01b700000006000300030001:,01b7000000050003027efb
70-22.56|01b800000006000300030001:,01b8000000050003027fff
70-22.61|01b900000006000300030001:,01b9000000050003027fff
70-22.67|01ba00000006000300030001:,01ba000000050003027f74
70-22.72|01bb00000006000300030001:,01bb000000050003027f74
70-22.77|01bc00000006000300030001:,01bc000000050003027ee8
70-22.82|01bd00000006000300030001:,01bd000000050003027ee8
70-22.87|01be00000006000300030001:,01be000000050003027ebf
70-22.92|01bf00000006000300030001:,01bf000000050003027ebf
70-22.97|01c000000006000300030001:,01c0000000050003027eca
70-23.03|01c100000006000300030001:,01c1000000050003027eca
70-23.08|01c200000006000300030001:,01c2000000050003027fff
70-23.13|01c300000006000300030001:,01c3000000050003027fff
70-23.18|01c400000006000300030001:,01c4000000050003027fd1
70-23.23|01c500000006000300030001:,01c5000000050003027fd1
70-23.29|01c600000006000300030001:,01c6000000050003027ef5
70-23.34|01c700000006000300030001:,01c7000000050003027ef5
70-23.39|01c800000006000300030001:,01c8000000050003027ec0
70-23.44|01c900000006000300030001:,01c9000000050003027ec0
70-23.49|01ca00000006000300030001:,01ca000000050003027ed7
70-23.54|01cb00000006000300030001:,01cb000000050003027ed7
70-23.59|01cc00000006000300030001:,01cc000000050003027fff
70-23.64|01cd00000006000300030001:,01cd000000050003027fc5
70-23.70|01ce00000006000300030001:,01ce000000050003027fc5
70-23.75|01cf00000006000300030001:,01cf000000050003027edd
70-23.80|01d000000006000300030001:,01d0000000050003027edd
70-23.85|01d100000006000300030001:,01d1000000050003027eb4
70-23.90|01d200000006000300030001:,01d2000000050003027eb4
70-23.95|01d300000006000300030001:,01d3000000050003027e7a
70-24.00|01d400000006000300030001:,01d4000000050003027e7a
70-24.05|01d500000006000300030001:,01d5000000050003027fff
70-24.11|01d600000006000300030001:,01d6000000050003027fff
70-24.16|01d700000006000300030001:,01d7000000050003027f98
70-24.21|01d800000006000300030001:,01d8000000050003027f98
70-24.26|01d900000006000300030001:,01d9000000050003027ec8
70-24.31|01da00000006000300030001:,01da000000050003027ec8
70-24.36|01db00000006000300030001:,01db000000050003027ed7
70-24.42|01dc00000006000300030001:,01dc000000050003027ed7
70-24.47|01dd00000006000300030001:,01dd000000050003027e9d
70-24.52|01de00000006000300030001:,01de000000050003027e9d
70-24.57|01df00000006000300030001:,01df000000050003027fff
70-24.62|01e000000006000300030001:,01e0000000050003027fff
70-24.67|01e100000006000300030001:,01e1000000050003027ff5
70-24.72|01e200000006000300030001:,01e2000000050003027ff5
70-24.78|01e300000006000300030001:,01e3000000050003027f56
70-24.83|01e400000006000300030001:,01e4000000050003027f56
70-24.88|01e500000006000300030001:,01e5000000050003027f86
70-24.93|01e600000006000300030001:,01e6000000050003027f86
70-24.98|01e700000006000300030001:,01e7000000050003027efd
70-25.03|01e800000006000300030001:,01e8000000050003027efd
70-25.08|01e900000006000300030001:,01e9000000050003027fff
70-25.13|01ea00000006000300030001:,01ea000000050003027fff
70-25.18|01eb00000006000300030001:,01eb000000050003027f9c
70-25.24|01ec00000006000300030001:,01ec000000050003027f9c
70-25.29|01ed00000006000300030001:,01ed000000050003027f20
70-25.34|01ee00000006000300030001:,01ee000000050003027f20
70-25.39|01ef00000006000300030001:,01ef000000050003027edb
70-25.44|01f000000006000300030001:,01f0000000050003027edb
70-25.49|01f100000006000300030001:,01f1000000050003027f0b
70-25.54|01f200000006000300030001:,01f2000000050003027fff
70-25.60|01f300000006000300030001:,01f3000000050003027fff
70-25.65|01f400000006000300030001:,01f4000000050003027f9c
70-25.70|01f500000006000300030001:,01f5000000050003027f9c
70-25.75|01f600000006000300030001:,01f6000000050003027f39
70-25.80|01f700000006000300030001:,01f7000000050003027f39
70-25.85|01f800000006000300030001:,01f8000000050003027fce
70-25.90|01f900000006000300030001:,01f9000000050003027fce
70-25.96|01fa00000006000300030001:,01fa000000050003027f25
70-26.01|01fb00000006000300030001:,01fb000000050003027f25
70-26.06|01fc00000006000300030001:,01fc000000050003027f0c
70-26.11|01fd00000006000300030001:,01fd000000050003027f0c
70-26.16|01fe00000006000300030001:,01fe000000050003027fff
70-26.21|01ff00000006000300030001:,01ff000000050003027fff
70-26.26|020000000006000300030001:,0200000000050003027fd0
70-26.32|020100000006000300030001:,0201000000050003027fd0
70-26.37|020200000006000300030001:,0202000000050003027eef
