source_text,target_text
80-5.10|006400000006000300030001:,0064000000050003027fff
80-5.15|006500000006000300030001:,0065000000050003027fff
80-5.20|006600000006000300030001:,0066000000050003027ff2
80-5.25|006700000006000300030001:,0067000000050003027ff2
80-5.31|006800000006000300030001:,0068000000050003027fff
80-5.36|006900000006000300030001:,0069000000050003027fff
80-5.41|006a00000006000300030001:,006a000000050003027fff
80-5.46|006b00000006000300030001:,006b000000050003027fff
80-5.51|006c00000006000300030001:,006c000000050003027fff
80-5.56|006d00000006000300030001:,006d000000050003027fff
80-5.61|006e00000006000300030001:,006e000000050003027fff
80-5.67|006f00000006000300030001:,006f000000050003027fff
80-5.72|007000000006000300030001:,0070000000050003027fff
80-5.77|007100000006000300030001:,0071000000050003027fff
80-5.82|007200000006000300030001:,0072000000050003027fff
80-5.87|007300000006000300030001:,0073000000050003027fff
80-5.92|007400000006000300030001:,0074000000050003027fff
80-5.97|007500000006000300030001:,0075000000050003027fff
80-6.03|007600000006000300030001:,0076000000050003027fff
80-6.08|007700000006000300030001:,0077000000050003027fde
80-6.13|007800000006000300030001:,0078000000050003027fde
80-6.18|007900000006000300030001:,0079000000050003027fff
80-6.23|007a00000006000300030001:,007a000000050003027fff
80-6.28|007b00000006000300030001:,007b000000050003027fff
80-6.33|007c00000006000300030001:,007c000000050003027fff
80-6.38|007d00000006000300030001:,007d000000050003027fff
80-6.44|007e00000006000300030001:,007e000000050003027fff
80-6.49|007f00000006000300030001:,007f000000050003027fff
80-6.54|008000000006000300030001:,0080000000050003027fff
80-6.59|008100000006000300030001:,0081000000050003027fff
80-6.64|008200000006000300030001:,0082000000050003027fff
80-6.69|008300000006000300030001:,0083000000050003027fff
80-6.74|008400000006000300030001:,0084000000050003027fff
80-6.79|008500000006000300030001:,0085000000050003027fff
80-6.84|008600000006000300030001:,0086000000050003027fff
80-6.90|008700000006000300030001:,0087000000050003027fff
80-6.95|008800000006000300030001:,0088000000050003027fff
80-7.00|008900000006000300030001:,0089000000050003027fff
80-7.05|008a00000006000300030001:,008a000000050003027fff
80-7.10|008b00000006000300030001:,008b000000050003027fff
80-7.15|008c00000006000300030001:,008c000000050003027fff
80-7.20|008d00000006000300030001:,008d000000050003027fff
80-7.26|008e00000006000300030001:,008e000000050003027fff
80-7.31|008f00000006000300030001:,008f000000050003027fff
80-7.36|009000000006000300030001:,0090000000050003027fff
80-7.41|009100000006000300030001:,0091000000050003027fff
80-7.46|009200000006000300030001:,0092000000050003027fff
80-7.51|009300000006000300030001:,0093000000050003027fff
80-7.57|009400000006000300030001:,0094000000050003027fff
80-7.62|009500000006000300030001:,0095000000050003027fff
80-7.67|009600000006000300030001:,0096000000050003027fff
80-7.72|009700000006000300030001:,0097000000050003027fff
80-7.77|009800000006000300030001:,0098000000050003027fd2
80-7.83|009900000006000300030001:,0099000000050003027fd2
80-7.88|009a00000006000300030001:,009a000000050003027ffb
80-7.93|009b00000006000300030001:,009b000000050003027ffb
80-7.98|009c00000006000300030001:,009c000000050003027fff
80-8.03|009d00000006000300030001:,009d000000050003027fff
80-8.08|009e00000006000300030001:,009e000000050003027fff
80-8.13|009f00000006000300030001:,009f000000050003027fff
80-8.18|00a000000006000300030001:,00a0000000050003027fff
80-8.23|00a100000006000300030001:,00a1000000050003027fff
80-8.29|00a200000006000300030001:,00a2000000050003027fff
80-8.34|00a300000006000300030001:,00a3000000050003027fff
80-8.39|00a400000006000300030001:,00a4000000050003027fff
80-8.44|00a500000006000300030001:,00a5000000050003027fff
80-8.49|00a600000006000300030001:,00a6000000050003027fac
80-8.54|00a700000006000300030001:,00a7000000050003027fac
80-8.60|00a800000006000300030001:,00a8000000050003027fff
80-8.65|00a900000006000300030001:,00a9000000050003027fff
80-8.70|00aa00000006000300030001:,00aa000000050003027fff
80-8.75|00ab00000006000300030001:,00ab000000050003027fff
80-8.80|00ac00000006000300030001:,00ac000000050003027fff
80-8.85|00ad00000006000300030001:,00ad000000050003027fff
80-8.90|00ae00000006000300030001:,00ae000000050003027fff
80-8.96|00af00000006000300030001:,00af000000050003027fff
80-9.01|00b000000006000300030001:,00b0000000050003027fff
80-9.06|00b100000006000300030001:,00b1000000050003027fff
80-9.11|00b200000006000300030001:,00b2000000050003027fff
80-9.16|00b300000006000300030001:,00b3000000050003027fff
80-9.22|00b400000006000300030001:,00b4000000050003027fff
80-9.27|00b500000006000300030001:,00b5000000050003027fff
80-9.32|00b600000006000300030001:,00b6000000050003027fff
80-9.37|00b700000006000300030001:,00b7000000050003027fff
80-9.42|00b800000006000300030001:,00b8000000050003027fff
80-9.47|00b900000006000300030001:,00b9000000050003027fff
80-9.53|00ba00000006000300030001:,00ba000000050003027fff
80-9.58|00bb00000006000300030001:,00bb000000050003027fff
80-9.63|00bc00000006000300030001:,00bc000000050003027fff
80-9.68|00bd00000006000300030001:,00bd000000050003027fff
80-9.73|00be00000006000300030001:,00be000000050003027fff
80-9.78|00bf00000006000300030001:,00bf000000050003027fff
80-9.83|00c000000006000300030001:,00c0000000050003027fff
80-9.89|00c100000006000300030001:,00c1000000050003027fff
80-9.94|00c200000006000300030001:,00c2000000050003027fff
80-9.99|00c300000006000300030001:,00c3000000050003027fff
80-10.04|00c400000006000300030001:,00c4000000050003027fff
80-10.09|00c500000006000300030001:,00c5000000050003027fff
80-10.14|00c600000006000300030001:,00c6000000050003027fff
80-10.19|00c700000006000300030001:,00c7000000050003027fff
80-10.24|00c800000006000300030001:,00c8000000050003027fff
80-10.30|00c900000006000300030001:,00c9000000050003027fff
80-10.35|00ca00000006000300030001:,00ca000000050003027fff
80-10.40|00cb00000006000300030001:,00cb000000050003027fff
80-10.45|00cc00000006000300030001:,00cc000000050003027fff
80-10.50|00cd00000006000300030001:,00cd000000050003027fff
80-10.55|00ce00000006000300030001:,00ce000000050003027fff
80-10.60|00cf00000006000300030001:,00cf000000050003027fff
80-10.66|00d000000006000300030001:,00d0000000050003027fff
80-10.71|00d100000006000300030001:,00d1000000050003027fff
80-10.76|00d200000006000300030001:,00d2000000050003027fff
80-10.81|00d300000006000300030001:,00d3000000050003027fff
80-10.86|00d400000006000300030001:,00d4000000050003027fff
80-10.91|00d500000006000300030001:,00d5000000050003027fff
80-10.96|00d600000006000300030001:,00d6000000050003027fff
80-11.01|00d700000006000300030001:,00d7000000050003027fff
80-11.07|00d800000006000300030001:,00d8000000050003027fff
80-11.12|00d900000006000300030001:,00d9000000050003027fff
80-11.17|00da00000006000300030001:,00da000000050003027fff
80-11.22|00db00000006000300030001:,00db000000050003027fff
80-11.27|00dc00000006000300030001:,00dc000000050003027fff
80-11.32|00dd00000006000300030001:,00dd000000050003027fff
80-11.37|00de00000006000300030001:,00de000000050003027fff
80-11.42|00df00000006000300030001:,00df000000050003027fff
80-11.48|00e000000006000300030001:,00e0000000050003027fff
80-11.53|00e100000006000300030001:,00e1000000050003027fff
80-11.58|00e200000006000300030001:,00e2000000050003027fff
80-11.63|00e300000006000300030001:,00e3000000050003027fff
80-11.68|00e400000006000300030001:,00e4000000050003027fff
80-11.73|00e500000006000300030001:,00e5000000050003027fff
80-11.79|00e600000006000300030001:,00e6000000050003027fff
80-11.84|00e700000006000300030001:,00e7000000050003027fff
80-11.89|00e800000006000300030001:,00e8000000050003027fff
80-11.94|00e900000006000300030001:,00e9000000050003027fff
80-11.99|00ea00000006000300030001:,00ea000000050003027fff
80-12.04|00eb00000006000300030001:,00eb000000050003027fff
80-12.09|00ec00000006000300030001:,00ec000000050003027fff
80-12.15|00ed00000006000300030001:,00ed000000050003027fff
80-12.20|00ee00000006000300030001:,00ee000000050003027fff
80-12.25|00ef00000006000300030001:,00ef000000050003027fff
80-12.30|00f000000006000300030001:,00f0000000050003027fff
80-12.35|00f100000006000300030001:,00f1000000050003027fff
80-12.40|00f200000006000300030001:,00f2000000050003027fff
80-12.46|00f300000006000300030001:,00f3000000050003027fff
80-12.51|00f400000006000300030001:,00f4000000050003027fff
80-12.56|00f500000006000300030001:,00f5000000050003027fff
80-12.61|00f600000006000300030001:,00f6000000050003027fff
80-12.66|00f700000006000300030001:,00f7000000050003027fff
80-12.71|00f800000006000300030001:,00f8000000050003027fff
80-12.76|00f900000006000300030001:,00f9000000050003027fff
80-12.81|00fa00000006000300030001:,00fa000000050003027fff
80-12.87|00fb00000006000300030001:,00fb000000050003027fff
80-12.92|00fc00000006000300030001:,00fc000000050003027fff
80-12.97|00fd00000006000300030001:,00fd000000050003027fff
80-13.02|00fe00000006000300030001:,00fe000000050003027fff
80-13.07|00ff00000006000300030001:,00ff000000050003027fff
80-13.12|010000000006000300030001:,0100000000050003027fff
80-13.17|010100000006000300030001:,0101000000050003027fff
80-13.23|010200000006000300030001:,0102000000050003027fff
80-13.28|010300000006000300030001:,0103000000050003027fff
80-13.33|010400000006000300030001:,0104000000050003027fff
80-13.38|010500000006000300030001:,0105000000050003027fff
80-13.43|010600000006000300030001:,0106000000050003027fff
80-13.48|010700000006000300030001:,0107000000050003027fff
80-13.53|010800000006000300030001:,0108000000050003027fff
80-13.58|010900000006000300030001:,0109000000050003027fed
80-13.64|010a00000006000300030001:,010a000000050003027fed
80-13.69|010b00000006000300030001:,010b000000050003027fff
80-13.74|010c00000006000300030001:,010c000000050003027fff
80-13.79|010d00000006000300030001:,010d000000050003027fff
80-13.84|010e00000006000300030001:,010e000000050003027fff
80-13.89|010f00000006000300030001:,010f000000050003027fff
80-13.94|011000000006000300030001:,0110000000050003027fff
80-13.99|011100000006000300030001:,0111000000050003027fff
80-14.04|011200000006000300030001:,0112000000050003027fff
80-14.10|011300000006000300030001:,0113000000050003027fff
80-14.15|011400000006000300030001:,0114000000050003027fff
80-14.20|011500000006000300030001:,0115000000050003027fff
80-14.25|011600000006000300030001:,0116000000050003027fff
80-14.30|011700000006000300030001:,0117000000050003027fff
80-14.35|011800000006000300030001:,0118000000050003027fff
80-14.40|011900000006000300030001:,0119000000050003027fff
80-14.46|011a00000006000300030001:,011a000000050003027fff
80-14.51|011b00000006000300030001:,011b000000050003027fff
80-14.56|011c00000006000300030001:,011c000000050003027fff
80-14.61|011d00000006000300030001:,011d000000050003027fff
80-14.66|011e00000006000300030001:,011e000000050003027fff
80-14.71|011f00000006000300030001:,011f000000050003027fff
80-14.77|012000000006000300030001:,0120000000050003027fff
80-14.82|012100000006000300030001:,0121000000050003027fff
80-14.87|012200000006000300030001:,0122000000050003027fff
80-14.92|012300000006000300030001:,0123000000050003027fff
80-14.97|012400000006000300030001:,0124000000050003027fff
80-15.02|012500000006000300030001:,0125000000050003027fff
80-15.08|012600000006000300030001:,0126000000050003027fff
80-15.13|012700000006000300030001:,0127000000050003027fff
80-15.18|012800000006000300030001:,0128000000050003027fff
80-15.23|012900000006000300030001:,0129000000050003027fff
80-15.28|012a00000006000300030001:,012a000000050003027fff
80-15.33|012b00000006000300030001:,012b000000050003027fff
80-15.38|012c00000006000300030001:,012c000000050003027fff
80-15.43|012d00000006000300030001:,012d000000050003027fff
80-15.49|012e00000006000300030001:,012e000000050003027fff
80-15.54|012f00000006000300030001:,012f000000050003027fff
80-15.59|013000000006000300030001:,0130000000050003027fff
80-15.64|013100000006000300030001:,0131000000050003027fff
80-15.69|013200000006000300030001:,0132000000050003027fff
80-15.74|013300000006000300030001:,0133000000050003027fff
80-15.80|013400000006000300030001:,0134000000050003027fff
80-15.85|013500000006000300030001:,0135000000050003027fff
80-15.90|013600000006000300030001:,0136000000050003027ff9
80-15.95|013700000006000300030001:,0137000000050003027ff9
80-16.00|013800000006000300030001:,0138000000050003027fff
80-16.05|013900000006000300030001:,0139000000050003027fff
80-16.10|013a00000006000300030001:,013a000000050003027fff
80-16.16|013b00000006000300030001:,013b000000050003027fff
80-16.21|013c00000006000300030001:,013c000000050003027fff
80-16.26|013d00000006000300030001:,013d000000050003027fff
80-16.31|013e00000006000300030001:,013e000000050003027fff
80-16.36|013f00000006000300030001:,013f000000050003027fff
80-16.41|014000000006000300030001:,0140000000050003027fff
80-16.46|014100000006000300030001:,0141000000050003027fff
80-16.52|014200000006000300030001:,0142000000050003027fff
80-16.57|014300000006000300030001:,0143000000050003027fff
80-16.62|014400000006000300030001:,0144000000050003027fff
80-16.67|014500000006000300030001:,0145000000050003027fff
80-16.72|014600000006000300030001:,0146000000050003027fff
80-16.77|014700000006000300030001:,0147000000050003027fff
80-16.82|014800000006000300030001:,0148000000050003027fff
80-16.87|014900000006000300030001:,0149000000050003027fcc
80-16.93|014a00000006000300030001:,014a000000050003027fcc
80-16.98|014b00000006000300030001:,014b000000050003027fff
80-17.03|014c00000006000300030001:,014c000000050003027fff
80-17.08|014d00000006000300030001:,014d000000050003027fff
80-17.13|014e00000006000300030001:,014e000000050003027fff
80-17.18|014f00000006000300030001:,014f000000050003027fff
80-17.23|015000000006000300030001:,0150000000050003027fff
80-17.29|015100000006000300030001:,0151000000050003027fff
80-17.34|015200000006000300030001:,0152000000050003027fff
80-17.39|015300000006000300030001:,0153000000050003027fff
80-17.44|015400000006000300030001:,0154000000050003027fff
80-17.49|015500000006000300030001:,0155000000050003027fff
80-17.54|015600000006000300030001:,0156000000050003027fff
80-17.59|015700000006000300030001:,0157000000050003027fff
80-17.65|015800000006000300030001:,0158000000050003027fff
80-17.70|015900000006000300030001:,0159000000050003027fff
80-17.75|015a00000006000300030001:,015a000000050003027fff
80-17.80|015b00000006000300030001:,015b000000050003027fff
80-17.85|015c00000006000300030001:,015c000000050003027fff
80-17.90|015d00000006000300030001:,015d000000050003027fff
80-17.95|015e00000006000300030001:,015e000000050003027fff
80-18.00|015f00000006000300030001:,015f000000050003027fff
80-18.05|016000000006000300030001:,0160000000050003027fff
80-18.11|016100000006000300030001:,0161000000050003027fff
80-18.16|016200000006000300030001:,0162000000050003027fff
80-18.21|016300000006000300030001:,0163000000050003027fff
80-18.26|016400000006000300030001:,0164000000050003027fff
80-18.31|016500000006000300030001:,0165000000050003027fff
80-18.36|016600000006000300030001:,0166000000050003027fff
80-18.42|016700000006000300030001:,0167000000050003027fff
80-18.47|016800000006000300030001:,0168000000050003027fff
80-18.52|016900000006000300030001:,0169000000050003027fff
80-18.57|016a00000006000300030001:,016a000000050003027fff
80-18.62|016b00000006000300030001:,016b000000050003027fff
80-18.67|016c00000006000300030001:,016c000000050003027fff
80-18.72|016d00000006000300030001:,016d000000050003027fff
80-18.78|016e00000006000300030001:,016e000000050003027fff
80-18.83|016f00000006000300030001:,016f000000050003027fff
80-18.88|017000000006000300030001:,0170000000050003027fff
80-18.93|017100000006000300030001:,0171000000050003027fff
80-18.98|017200000006000300030001:,0172000000050003027fff
80-19.04|017300000006000300030001:,0173000000050003027fff
80-19.09|017400000006000300030001:,0174000000050003027fff
80-19.14|017500000006000300030001:,0175000000050003027fff
80-19.19|017600000006000300030001:,0176000000050003027ff8
80-19.24|017700000006000300030001:,0177000000050003027ff8
80-19.29|017800000006000300030001:,0178000000050003027fff
80-19.35|017900000006000300030001:,0179000000050003027fff
80-19.40|017a00000006000300030001:,017a000000050003027fff
80-19.45|017b00000006000300030001:,017b000000050003027fff
80-19.50|017c00000006000300030001:,017c000000050003027fff
80-19.55|017d00000006000300030001:,017d000000050003027fff
80-19.60|017e00000006000300030001:,017e000000050003027fff
80-19.65|017f00000006000300030001:,017f000000050003027fff
80-19.71|018000000006000300030001:,0180000000050003027ff7
80-19.76|018100000006000300030001:,0181000000050003027ff7
80-19.81|018200000006000300030001:,0182000000050003027fff
80-19.86|018300000006000300030001:,0183000000050003027fff
80-19.91|018400000006000300030001:,0184000000050003027fff
80-19.96|018500000006000300030001:,0185000000050003027fff
70-20.04|018700000006000300030001:,0187000000050003027e97
70-20.09|018800000006000300030001:,0188000000050003027eb2
70-20.15|018900000006000300030001:,0189000000050003027eb2
70-20.20|018a00000006000300030001:,018a000000050003027e79
70-20.25|018b00000006000300030001:,018b000000050003027e79
70-20.30|018c00000006000300030001:,018c000000050003027fb2
70-20.35|018d00000006000300030001:,018d000000050003027fb2
70-20.40|018e00000006000300030001:,018e000000050003027feb
70-20.45|018f00000006000300030001:,018f000000050003027feb
70-20.51|019000000006000300030001:,0190000000050003027f0e
70-20.56|019100000006000300030001:,0191000000050003027f0e
70-20.61|019200000006000300030001:,0192000000050003027ed8
70-20.66|019300000006000300030001:,0193000000050003027ed8
70-20.71|019400000006000300030001:,0194000000050003027eee
70-20.76|019500000006000300030001:,0195000000050003027eee
70-20.81|019600000006000300030001:,0196000000050003027fdf
70-20.86|019700000006000300030001:,0197000000050003027fdf
70-20.91|019800000006000300030001:,0198000000050003027fff
70-20.97|019900000006000300030001:,0199000000050003027fff
70-21.02|019a00000006000300030001:,019a000000050003027f22
70-21.07|019b00000006000300030001:,019b000000050003027f22
70-21.12|019c00000006000300030001:,019c000000050003027f3d
70-21.17|019d00000006000300030001:,019d000000050003027f3d
70-21.22|019e00000006000300030001:,019e000000050003027f03
70-21.27|019f00000006000300030001:,019f000000050003027f03
70-21.33|01a000000006000300030001:,01a0000000050003027ff4
70-21.38|01a100000006000300030001:,01a1000000050003027ff4
70-21.43|01a200000006000300030001:,01a2000000050003027fff
70-21.48|01a300000006000300030001:,01a3000000050003027fff
70-21.53|01a400000006000300030001:,01a4000000050003027f22
70-21.58|01a500000006000300030001:,01a5000000050003027f22
70-21.63|01a600000006000300030001:,01a6000000050003027f3d
70-21.68|01a700000006000300030001:,01a7000000050003027f3d
70-21.73|01a800000006000300030001:,01a8000000050003027f03
70-21.79|01a900000006000300030001:,01a9000000050003027f03
70-21.84|01aa00000006000300030001:,01aa000000050003027fff
70-21.89|01ab00000006000300030001:,01ab000000050003027fff
70-21.94|01ac00000006000300030001:,01ac000000050003027fff
70-21.99|01ad00000006000300030001:,01ad000000050003027f16
70-22.04|01ae00000006000300030001:,01ae000000050003027f16
70-22.09|01af00000006000300030001:,01af000000050003027eec
70-22.14|01b000000006000300030001:,01b0000000050003027eec
70-22.20|01b100000006000300030001:,01b1000000050003027f02
70-22.25|01b200000006000300030001:,01b2000000050003027f02
70-22.30|01b300000006000300030001:,01b3000000050003027fff
70-22.35|01b400000006000300030001:,01b4000000050003027fff
70-22.40|01b500000006000300030001:,01b5000000050003027fd0
70-22.45|01b600000006000300030001:,01b6000000050003027fd0
70-22.51|01b700000006000300030001:,01b7000000050003027ef3
70-22.56|01b800000006000300030001:,01b8000000050003027ef3
70-22.61|01b900000006000300030001:,01b9000000050003027ebe
70-22.66|01ba00000006000300030001:,01ba000000050003027ebe
70-22.71|01bb00000006000300030001:,01bb000000050003027ed4
70-22.76|01bc00000006000300030001:,01bc000000050003027ed4
70-22.81|01bd00000006000300030001:,01bd000000050003027fc0
70-22.87|01be00000006000300030001:,01be000000050003027fc0
70-22.92|01bf00000006000300030001:,01bf000000050003027ff5
70-22.97|01c000000006000300030001:,01c0000000050003027ff5
70-23.02|01c100000006000300030001:,01c1000000050003027fff
70-23.07|01c200000006000300030001:,01c2000000050003027fff
70-23.12|01c300000006000300030001:,01c3000000050003027ea5
70-23.17|01c400000006000300030001:,01c4000000050003027ea5
70-23.22|01c500000006000300030001:,01c5000000050003027ebb
70-23.28|01c600000006000300030001:,01c6000000050003027ebb
70-23.33|01c700000006000300030001:,01c7000000050003027fff
70-23.38|01c800000006000300030001:,01c8000000050003027fff
70-23.43|01c900000006000300030001:,01c9000000050003027fb0
70-23.48|01ca00000006000300030001:,01ca000000050003027fb0
70-23.53|01cb00000006000300030001:,01cb000000050003027ee0
70-23.58|01cc00000006000300030001:,01cc000000050003027ee0
70-23.63|01cd00000006000300030001:,01cd000000050003027eef
70-23.69|01ce00000006000300030001:,01ce000000050003027eef
70-23.74|01cf00000006000300030001:,01cf000000050003027eb5
70-23.79|01d000000006000300030001:,01d0000000050003027f89
70-23.84|01d100000006000300030001:,01d1000000050003027f89
70-23.89|01d200000006000300030001:,01d2000000050003027fff
70-23.94|01d300000006000300030001:,01d3000000050003027fff
70-23.99|01d400000006000300030001:,01d4000000050003027fff
70-24.05|01d500000006000300030001:,01d5000000050003027fff
70-24.10|01d600000006000300030001:,01d6000000050003027ede
70-24.15|01d700000006000300030001:,01d7000000050003027ede
70-24.20|01d800000006000300030001:,01d8000000050003027e53
70-24.25|01d900000006000300030001:,01d9000000050003027e53
70-24.30|01da00000006000300030001:,01da000000050003027fff
70-24.35|01db00000006000300030001:,01db000000050003027fff
70-24.40|01dc00000006000300030001:,01dc000000050003027fe0
70-24.46|01dd00000006000300030001:,01dd000000050003027fe0
70-24.51|01de00000006000300030001:,01de000000050003027f20
70-24.56|01df00000006000300030001:,01df000000050003027f20
70-24.61|01e000000006000300030001:,01e0000000050003027fc0
70-24.66|01e100000006000300030001:,01e1000000050003027fc0
70-24.71|01e200000006000300030001:,01e2000000050003027eff
70-24.76|01e300000006000300030001:,01e3000000050003027eff
70-24.81|01e400000006000300030001:,01e4000000050003027f4e
70-24.87|01e500000006000300030001:,01e5000000050003027f4e
70-24.92|01e600000006000300030001:,01e6000000050003027fff
70-24.97|01e700000006000300030001:,01e7000000050003027fff
70-25.02|01e800000006000300030001:,01e8000000050003027fff
70-25.07|01e900000006000300030001:,01e9000000050003027fff
70-25.12|01ea00000006000300030001:,01ea000000050003027f30
70-25.17|01eb00000006000300030001:,01eb000000050003027f30
70-25.22|01ec00000006000300030001:,01ec000000050003027eb7
70-25.28|01ed00000006000300030001:,01ed000000050003027eb7
70-25.33|01ee00000006000300030001:,01ee000000050003027fe5
70-25.38|01ef00000006000300030001:,01ef000000050003027fe5
70-25.43|01f000000006000300030001:,01f0000000050003027f79
70-25.48|01f100000006000300030001:,01f1000000050003027f79
70-25.53|01f200000006000300030001:,01f2000000050003027f76
70-25.59|01f300000006000300030001:,01f3000000050003027f76
70-25.64|01f400000006000300030001:,01f4000000050003027faa
70-25.69|01f500000006000300030001:,01f5000000050003027f19
70-25.74|01f600000006000300030001:,01f6000000050003027f19
70-25.79|01f700000006000300030001:,01f7000000050003027ee7
70-25.84|01f800000006000300030001:,01f8000000050003027ee7
70-25.89|01f900000006000300030001:,01f9000000050003027ff0
70-25.94|01fa00000006000300030001:,01fa000000050003027ff0
70-25.99|01fb00000006000300030001:,01fb000000050003027fff
70-26.05|01fc00000006000300030001:,01fc000000050003027fff
70-26.10|01fd00000006000300030001:,01fd000000050003027fe4
70-26.15|01fe00000006000300030001:,01fe000000050003027fe4
70-26.20|01ff00000006000300030001:,01ff000000050003027f5f
70-26.25|020000000006000300030001:,0200000000050003027f5f
70-26.30|020100000006000300030001:,0201000000050003027f21
70-26.35|020200000006000300030001:,0202000000050003027f21
