85-source_text,target_text
85-4.57|005a00000006000300030001:,005a000000050003027fff
85-4.62|005b00000006000300030001:,005b000000050003027fff
85-4.67|005c00000006000300030001:,005c000000050003027fff
85-4.72|005d00000006000300030001:,005d000000050003027fff
85-4.77|005e00000006000300030001:,005e000000050003027fff
85-4.82|005f00000006000300030001:,005f000000050003027fff
85-4.88|006000000006000300030001:,0060000000050003027fff
85-4.93|006100000006000300030001:,0061000000050003027fff
85-4.98|006200000006000300030001:,0062000000050003027fff
85-5.03|006300000006000300030001:,0063000000050003027fff
85-5.08|006400000006000300030001:,0064000000050003027fff
85-5.13|006500000006000300030001:,0065000000050003027fff
85-5.19|006600000006000300030001:,0066000000050003027fff
85-5.24|006700000006000300030001:,0067000000050003027fff
85-5.29|006800000006000300030001:,0068000000050003027fff
85-5.34|006900000006000300030001:,0069000000050003027fff
85-5.39|006a00000006000300030001:,006a000000050003027fff
85-5.44|006b00000006000300030001:,006b000000050003027fff
85-5.49|006c00000006000300030001:,006c000000050003027fff
85-5.55|006d00000006000300030001:,006d000000050003027fff
85-5.60|006e00000006000300030001:,006e000000050003027fff
85-5.65|006f00000006000300030001:,006f000000050003027fff
85-5.70|007000000006000300030001:,0070000000050003027fff
85-5.75|007100000006000300030001:,0071000000050003027fff
85-5.80|007200000006000300030001:,0072000000050003027fff
85-5.85|007300000006000300030001:,0073000000050003027fff
85-5.90|007400000006000300030001:,0074000000050003027fff
85-5.96|007500000006000300030001:,0075000000050003027fff
85-6.01|007600000006000300030001:,0076000000050003027fff
85-6.06|007700000006000300030001:,0077000000050003027fff
85-6.11|007800000006000300030001:,0078000000050003027fff
85-6.16|007900000006000300030001:,0079000000050003027fff
85-6.21|007a00000006000300030001:,007a000000050003027fff
85-6.26|007b00000006000300030001:,007b000000050003027fff
85-6.32|007c00000006000300030001:,007c000000050003027fff
85-6.37|007d00000006000300030001:,007d000000050003027fff
85-6.42|007e00000006000300030001:,007e000000050003027ff0
85-6.47|007f00000006000300030001:,007f000000050003027ff0
85-6.52|008000000006000300030001:,0080000000050003027fff
85-6.57|008100000006000300030001:,0081000000050003027fff
85-6.62|008200000006000300030001:,0082000000050003027fff
85-6.68|008300000006000300030001:,0083000000050003027fff
85-6.73|008400000006000300030001:,0084000000050003027fff
85-6.78|008500000006000300030001:,0085000000050003027fff
85-6.83|008600000006000300030001:,0086000000050003027fff
85-6.88|008700000006000300030001:,0087000000050003027fff
85-6.93|008800000006000300030001:,0088000000050003027fff
85-6.98|008900000006000300030001:,0089000000050003027fff
85-7.03|008a00000006000300030001:,008a000000050003027fff
85-7.09|008b00000006000300030001:,008b000000050003027fff
85-7.14|008c00000006000300030001:,008c000000050003027fff
85-7.19|008d00000006000300030001:,008d000000050003027fff
85-7.24|008e00000006000300030001:,008e000000050003027fff
85-7.29|008f00000006000300030001:,008f000000050003027fff
85-7.34|009000000006000300030001:,0090000000050003027fff
85-7.39|009100000006000300030001:,0091000000050003027fff
85-7.44|009200000006000300030001:,0092000000050003027fff
85-7.50|009300000006000300030001:,0093000000050003027fff
85-7.55|009400000006000300030001:,0094000000050003027fff
85-7.60|009500000006000300030001:,0095000000050003027fff
85-7.65|009600000006000300030001:,0096000000050003027fff
85-7.70|009700000006000300030001:,0097000000050003027fff
85-7.75|009800000006000300030001:,0098000000050003027fff
85-7.81|009900000006000300030001:,0099000000050003027fff
85-7.86|009a00000006000300030001:,009a000000050003027fff
85-7.91|009b00000006000300030001:,009b000000050003027fff
85-7.97|009c00000006000300030001:,009c000000050003027fff
85-8.02|009d00000006000300030001:,009d000000050003027fff
85-8.07|009e00000006000300030001:,009e000000050003027fff
85-8.12|009f00000006000300030001:,009f000000050003027fff
85-8.17|00a000000006000300030001:,00a0000000050003027fff
85-8.22|00a100000006000300030001:,00a1000000050003027fff
85-8.27|00a200000006000300030001:,00a2000000050003027fff
85-8.33|00a300000006000300030001:,00a3000000050003027fff
85-8.38|00a400000006000300030001:,00a4000000050003027fff
85-8.43|00a500000006000300030001:,00a5000000050003027fff
85-8.48|00a600000006000300030001:,00a6000000050003027fff
85-8.53|00a700000006000300030001:,00a7000000050003027fff
85-8.58|00a800000006000300030001:,00a8000000050003027fff
85-8.63|00a900000006000300030001:,00a9000000050003027fff
85-8.68|00aa00000006000300030001:,00aa000000050003027fff
85-8.74|00ab00000006000300030001:,00ab000000050003027fff
85-8.79|00ac00000006000300030001:,00ac000000050003027fff
85-8.84|00ad00000006000300030001:,00ad000000050003027fff
85-8.89|00ae00000006000300030001:,00ae000000050003027fff
85-8.94|00af00000006000300030001:,00af000000050003027fff
85-8.99|00b000000006000300030001:,00b0000000050003027fff
85-9.04|00b100000006000300030001:,00b1000000050003027fff
85-9.09|00b200000006000300030001:,00b2000000050003027fff
85-9.15|00b300000006000300030001:,00b3000000050003027fff
85-9.20|00b400000006000300030001:,00b4000000050003027fff
85-9.25|00b500000006000300030001:,00b5000000050003027fff
85-9.30|00b600000006000300030001:,00b6000000050003027fff
85-9.35|00b700000006000300030001:,00b7000000050003027fff
85-9.40|00b800000006000300030001:,00b8000000050003027fff
85-9.45|00b900000006000300030001:,00b9000000050003027fff
85-9.50|00ba00000006000300030001:,00ba000000050003027fff
85-9.56|00bb00000006000300030001:,00bb000000050003027fff
85-9.61|00bc00000006000300030001:,00bc000000050003027fff
85-9.66|00bd00000006000300030001:,00bd000000050003027fff
85-9.71|00be00000006000300030001:,00be000000050003027fff
85-9.76|00bf00000006000300030001:,00bf000000050003027fff
85-9.81|00c000000006000300030001:,00c0000000050003027fff
85-9.86|00c100000006000300030001:,00c1000000050003027fff
85-9.91|00c200000006000300030001:,00c2000000050003027fff
85-9.96|00c300000006000300030001:,00c3000000050003027fff
85-10.02|00c400000006000300030001:,00c4000000050003027fff
85-10.07|00c500000006000300030001:,00c5000000050003027fff
85-10.12|00c600000006000300030001:,00c6000000050003027fff
85-10.17|00c700000006000300030001:,00c7000000050003027fff
85-10.22|00c800000006000300030001:,00c8000000050003027fff
85-10.27|00c900000006000300030001:,00c9000000050003027fff
85-10.32|00ca00000006000300030001:,00ca000000050003027fff
85-10.38|00cb00000006000300030001:,00cb000000050003027fff
85-10.43|00cc00000006000300030001:,00cc000000050003027fff
85-10.48|00cd00000006000300030001:,00cd000000050003027fff
85-10.53|00ce00000006000300030001:,00ce000000050003027fff
85-10.58|00cf00000006000300030001:,00cf000000050003027fff
85-10.63|00d000000006000300030001:,00d0000000050003027fff
85-10.68|00d100000006000300030001:,00d1000000050003027fff
85-10.74|00d200000006000300030001:,00d2000000050003027fff
85-10.79|00d300000006000300030001:,00d3000000050003027fff
85-10.84|00d400000006000300030001:,00d4000000050003027fff
85-10.89|00d500000006000300030001:,00d5000000050003027fff
85-10.94|00d600000006000300030001:,00d6000000050003027fff
85-10.99|00d700000006000300030001:,00d7000000050003027fff
85-11.04|00d800000006000300030001:,00d8000000050003027fff
85-11.09|00d900000006000300030001:,00d9000000050003027fff
85-11.15|00da00000006000300030001:,00da000000050003027fff
85-11.20|00db00000006000300030001:,00db000000050003027fff
85-11.25|00dc00000006000300030001:,00dc000000050003027fff
85-11.30|00dd00000006000300030001:,00dd000000050003027fff
85-11.35|00de00000006000300030001:,00de000000050003027fff
85-11.40|00df00000006000300030001:,00df000000050003027fff
85-11.45|00e000000006000300030001:,00e0000000050003027fff
85-11.50|00e100000006000300030001:,00e1000000050003027fff
85-11.56|00e200000006000300030001:,00e2000000050003027fff
85-11.61|00e300000006000300030001:,00e3000000050003027fff
85-11.66|00e400000006000300030001:,00e4000000050003027fff
85-11.71|00e500000006000300030001:,00e5000000050003027fff
85-11.76|00e600000006000300030001:,00e6000000050003027fff
85-11.81|00e700000006000300030001:,00e7000000050003027fff
85-11.86|00e800000006000300030001:,00e8000000050003027fff
85-11.91|00e900000006000300030001:,00e9000000050003027fff
85-11.97|00ea00000006000300030001:,00ea000000050003027fff
85-12.02|00eb00000006000300030001:,00eb000000050003027fff
85-12.07|00ec00000006000300030001:,00ec000000050003027fff
85-12.12|00ed00000006000300030001:,00ed000000050003027fff
85-12.17|00ee00000006000300030001:,00ee000000050003027fff
85-12.22|00ef00000006000300030001:,00ef000000050003027fff
85-12.28|00f000000006000300030001:,00f0000000050003027fff
85-12.33|00f100000006000300030001:,00f1000000050003027fff
85-12.38|00f200000006000300030001:,00f2000000050003027fff
85-12.43|00f300000006000300030001:,00f3000000050003027fff
85-12.48|00f400000006000300030001:,00f4000000050003027fff
85-12.54|00f500000006000300030001:,00f5000000050003027fff
85-12.59|00f600000006000300030001:,00f6000000050003027fff
85-12.64|00f700000006000300030001:,00f7000000050003027fff
85-12.69|00f800000006000300030001:,00f8000000050003027fff
85-12.74|00f900000006000300030001:,00f9000000050003027fff
85-12.79|00fa00000006000300030001:,00fa000000050003027fff
85-12.85|00fb00000006000300030001:,00fb000000050003027fff
85-12.90|00fc00000006000300030001:,00fc000000050003027fff
85-12.95|00fd00000006000300030001:,00fd000000050003027fff
85-13.00|00fe00000006000300030001:,00fe000000050003027fff
85-13.05|00ff00000006000300030001:,00ff000000050003027fff
85-13.10|010000000006000300030001:,0100000000050003027fff
85-13.15|010100000006000300030001:,0101000000050003027fff
85-13.21|010200000006000300030001:,0102000000050003027fff
85-13.26|010300000006000300030001:,0103000000050003027fff
85-13.31|010400000006000300030001:,0104000000050003027fff
85-13.36|010500000006000300030001:,0105000000050003027fff
85-13.41|010600000006000300030001:,0106000000050003027fff
85-13.46|010700000006000300030001:,0107000000050003027fff
85-13.52|010800000006000300030001:,0108000000050003027fff
85-13.57|010900000006000300030001:,0109000000050003027fff
85-13.62|010a00000006000300030001:,010a000000050003027fff
85-13.67|010b00000006000300030001:,010b000000050003027fff
85-13.72|010c00000006000300030001:,010c000000050003027fff
85-13.77|010d00000006000300030001:,010d000000050003027fff
85-13.82|010e00000006000300030001:,010e000000050003027fff
85-13.87|010f00000006000300030001:,010f000000050003027fff
85-13.92|011000000006000300030001:,0110000000050003027fff
85-13.98|011100000006000300030001:,0111000000050003027fff
85-14.03|011200000006000300030001:,0112000000050003027fff
85-14.08|011300000006000300030001:,0113000000050003027fff
85-14.13|011400000006000300030001:,0114000000050003027fff
85-14.18|011500000006000300030001:,0115000000050003027fff
85-14.23|011600000006000300030001:,0116000000050003027f7f
85-14.28|011700000006000300030001:,0117000000050003027f7f
85-14.34|011800000006000300030001:,0118000000050003027fff
85-14.39|011900000006000300030001:,0119000000050003027fff
85-14.44|011a00000006000300030001:,011a000000050003027fff
85-14.49|011b00000006000300030001:,011b000000050003027fff
85-14.54|011c00000006000300030001:,011c000000050003027fff
85-14.59|011d00000006000300030001:,011d000000050003027fff
85-14.64|011e00000006000300030001:,011e000000050003027fff
85-14.70|011f00000006000300030001:,011f000000050003027fff
85-14.75|012000000006000300030001:,0120000000050003027fff
85-14.80|012100000006000300030001:,0121000000050003027fff
85-14.85|012200000006000300030001:,0122000000050003027fff
85-14.90|012300000006000300030001:,0123000000050003027fff
85-14.95|012400000006000300030001:,0124000000050003027fff
85-15.00|012500000006000300030001:,0125000000050003027fff
85-15.06|012600000006000300030001:,0126000000050003027fff
85-15.11|012700000006000300030001:,0127000000050003027fff
85-15.16|012800000006000300030001:,0128000000050003027fff
85-15.21|012900000006000300030001:,0129000000050003027ffa
85-15.26|012a00000006000300030001:,012a000000050003027ffa
85-15.31|012b00000006000300030001:,012b000000050003027fff
85-15.36|012c00000006000300030001:,012c000000050003027fff
85-15.42|012d00000006000300030001:,012d000000050003027fff
85-15.47|012e00000006000300030001:,012e000000050003027fff
85-15.52|012f00000006000300030001:,012f000000050003027fff
85-15.57|013000000006000300030001:,0130000000050003027fff
85-15.62|013100000006000300030001:,0131000000050003027fff
85-15.67|013200000006000300030001:,0132000000050003027fff
85-15.72|013300000006000300030001:,0133000000050003027fff
85-15.78|013400000006000300030001:,0134000000050003027fff
85-15.83|013500000006000300030001:,0135000000050003027fff
85-15.88|013600000006000300030001:,0136000000050003027fff
85-15.93|013700000006000300030001:,0137000000050003027fff
85-15.98|013800000006000300030001:,0138000000050003027fff
85-16.03|013900000006000300030001:,0139000000050003027fff
85-16.08|013a00000006000300030001:,013a000000050003027fff
85-16.14|013b00000006000300030001:,013b000000050003027fff
85-16.19|013c00000006000300030001:,013c000000050003027fff
85-16.24|013d00000006000300030001:,013d000000050003027fff
85-16.29|013e00000006000300030001:,013e000000050003027fff
85-16.34|013f00000006000300030001:,013f000000050003027fff
85-16.39|014000000006000300030001:,0140000000050003027fff
85-16.44|014100000006000300030001:,0141000000050003027fff
85-16.50|014200000006000300030001:,0142000000050003027fff
85-16.55|014300000006000300030001:,0143000000050003027fff
85-16.60|014400000006000300030001:,0144000000050003027fff
85-16.65|014500000006000300030001:,0145000000050003027fff
85-16.70|014600000006000300030001:,0146000000050003027fff
85-16.75|014700000006000300030001:,0147000000050003027fff
85-16.80|014800000006000300030001:,0148000000050003027fff
85-16.85|014900000006000300030001:,0149000000050003027fff
85-16.90|014a00000006000300030001:,014a000000050003027fff
85-16.95|014b00000006000300030001:,014b000000050003027fff
85-17.01|014c00000006000300030001:,014c000000050003027fff
85-17.06|014d00000006000300030001:,014d000000050003027fff
85-17.11|014e00000006000300030001:,014e000000050003027fff
85-17.16|014f00000006000300030001:,014f000000050003027fff
85-17.21|015000000006000300030001:,0150000000050003027fff
85-17.26|015100000006000300030001:,0151000000050003027fff
85-17.32|015200000006000300030001:,0152000000050003027fff
85-17.37|015300000006000300030001:,0153000000050003027fff
85-17.42|015400000006000300030001:,0154000000050003027fff
85-17.47|015500000006000300030001:,0155000000050003027fff
85-17.52|015600000006000300030001:,0156000000050003027fff
85-17.57|015700000006000300030001:,0157000000050003027fff
85-17.62|015800000006000300030001:,0158000000050003027fff
85-17.67|015900000006000300030001:,0159000000050003027fff
85-17.73|015a00000006000300030001:,015a000000050003027fff
85-17.78|015b00000006000300030001:,015b000000050003027fff
85-17.83|015c00000006000300030001:,015c000000050003027fff
85-17.88|015d00000006000300030001:,015d000000050003027fff
85-17.93|015e00000006000300030001:,015e000000050003027fff
85-17.98|015f00000006000300030001:,015f000000050003027fff
85-18.04|016000000006000300030001:,0160000000050003027fff
85-18.09|016100000006000300030001:,0161000000050003027fff
85-18.14|016200000006000300030001:,0162000000050003027fff
85-18.19|016300000006000300030001:,0163000000050003027fff
85-18.24|016400000006000300030001:,0164000000050003027fff
85-18.29|016500000006000300030001:,0165000000050003027fff
85-18.34|016600000006000300030001:,0166000000050003027fff
85-18.40|016700000006000300030001:,0167000000050003027fff
85-18.45|016800000006000300030001:,0168000000050003027fff
85-18.50|016900000006000300030001:,0169000000050003027fff
85-18.55|016a00000006000300030001:,016a000000050003027fff
85-18.60|016b00000006000300030001:,016b000000050003027fff
85-18.65|016c00000006000300030001:,016c000000050003027fff
85-18.70|016d00000006000300030001:,016d000000050003027fff
85-18.76|016e00000006000300030001:,016e000000050003027fff
85-18.81|016f00000006000300030001:,016f000000050003027fff
85-18.86|017000000006000300030001:,0170000000050003027fff
85-18.91|017100000006000300030001:,0171000000050003027fff
85-18.96|017200000006000300030001:,0172000000050003027fff
85-19.01|017300000006000300030001:,0173000000050003027fff
85-19.07|017400000006000300030001:,0174000000050003027fff
85-19.12|017500000006000300030001:,0175000000050003027fff
85-19.17|017600000006000300030001:,0176000000050003027fff
85-19.22|017700000006000300030001:,0177000000050003027fff
85-19.27|017800000006000300030001:,0178000000050003027fff
85-19.32|017900000006000300030001:,0179000000050003027fab
85-19.37|017a00000006000300030001:,017a000000050003027fab
85-19.42|017b00000006000300030001:,017b000000050003027fff
85-19.48|017c00000006000300030001:,017c000000050003027fff
85-19.53|017d00000006000300030001:,017d000000050003027fff
85-19.58|017e00000006000300030001:,017e000000050003027fff
85-19.63|017f00000006000300030001:,017f000000050003027fff
85-19.68|018000000006000300030001:,0180000000050003027fff
85-19.73|018100000006000300030001:,0181000000050003027fda
85-19.78|018200000006000300030001:,0182000000050003027fff
85-19.84|018300000006000300030001:,0183000000050003027fff
85-19.89|018400000006000300030001:,0184000000050003027fff
85-19.94|018500000006000300030001:,0185000000050003027fff
85-19.99|018600000006000300030001:,0186000000050003027fff
85-20.04|018700000006000300030001:,0187000000050003027fff
85-20.09|018800000006000300030001:,0188000000050003027fff
85-20.15|018900000006000300030001:,0189000000050003027fff
85-20.20|018a00000006000300030001:,018a000000050003027fff
85-20.25|018b00000006000300030001:,018b000000050003027fff
85-20.30|018c00000006000300030001:,018c000000050003027fff
85-20.35|018d00000006000300030001:,018d000000050003027fff
85-20.40|018e00000006000300030001:,018e000000050003027fff
85-20.45|018f00000006000300030001:,018f000000050003027fff
85-20.50|019000000006000300030001:,0190000000050003027fff
85-20.56|019100000006000300030001:,0191000000050003027fff
85-20.61|019200000006000300030001:,0192000000050003027fff
85-20.66|019300000006000300030001:,0193000000050003027fff
85-20.71|019400000006000300030001:,0194000000050003027fff
85-20.76|019500000006000300030001:,0195000000050003027fff
85-20.81|019600000006000300030001:,0196000000050003027fff
85-20.87|019700000006000300030001:,0197000000050003027fff
85-20.92|019800000006000300030001:,0198000000050003027fff
85-20.97|019900000006000300030001:,0199000000050003027fff
85-21.02|019a00000006000300030001:,019a000000050003027fff
85-21.07|019b00000006000300030001:,019b000000050003027fff
85-21.12|019c00000006000300030001:,019c000000050003027fff
85-21.18|019d00000006000300030001:,019d000000050003027fff
85-21.23|019e00000006000300030001:,019e000000050003027fff
85-21.28|019f00000006000300030001:,019f000000050003027fff
85-21.33|01a000000006000300030001:,01a0000000050003027fff
85-21.38|01a100000006000300030001:,01a1000000050003027fff
85-21.43|01a200000006000300030001:,01a2000000050003027fff
85-21.48|01a300000006000300030001:,01a3000000050003027fff
85-21.54|01a400000006000300030001:,01a4000000050003027fff
85-21.59|01a500000006000300030001:,01a5000000050003027fff
85-21.64|01a600000006000300030001:,01a6000000050003027fff
85-21.69|01a700000006000300030001:,01a7000000050003027fff
85-21.74|01a800000006000300030001:,01a8000000050003027fff
85-21.79|01a900000006000300030001:,01a9000000050003027fff
85-21.84|01aa00000006000300030001:,01aa000000050003027fff
85-21.90|01ab00000006000300030001:,01ab000000050003027fff
85-21.95|01ac00000006000300030001:,01ac000000050003027fff
85-22.00|01ad00000006000300030001:,01ad000000050003027fff
85-22.05|01ae00000006000300030001:,01ae000000050003027fff
85-22.11|01af00000006000300030001:,01af000000050003027fff
85-22.16|01b000000006000300030001:,01b0000000050003027fff
85-22.21|01b100000006000300030001:,01b1000000050003027fff
85-22.26|01b200000006000300030001:,01b2000000050003027fff
85-22.31|01b300000006000300030001:,01b3000000050003027fff
85-22.37|01b400000006000300030001:,01b4000000050003027fff
85-22.42|01b500000006000300030001:,01b5000000050003027fff
85-22.47|01b600000006000300030001:,01b6000000050003027fff
85-22.52|01b700000006000300030001:,01b7000000050003027fff
85-22.57|01b800000006000300030001:,01b8000000050003027fff
85-22.62|01b900000006000300030001:,01b9000000050003027fff
85-22.67|01ba00000006000300030001:,01ba000000050003027fff
85-22.73|01bb00000006000300030001:,01bb000000050003027fff
85-22.78|01bc00000006000300030001:,01bc000000050003027fff
85-22.83|01bd00000006000300030001:,01bd000000050003027fff
85-22.88|01be00000006000300030001:,01be000000050003027fff
85-22.93|01bf00000006000300030001:,01bf000000050003027fff
85-22.98|01c000000006000300030001:,01c0000000050003027fff
85-23.03|01c100000006000300030001:,01c1000000050003027fff
85-23.08|01c200000006000300030001:,01c2000000050003027fff
85-23.13|01c300000006000300030001:,01c3000000050003027fff
85-23.19|01c400000006000300030001:,01c4000000050003027fff
85-23.24|01c500000006000300030001:,01c5000000050003027fff
85-23.29|01c600000006000300030001:,01c6000000050003027fff
85-23.34|01c700000006000300030001:,01c7000000050003027fff
85-23.39|01c800000006000300030001:,01c8000000050003027fff
85-23.44|01c900000006000300030001:,01c9000000050003027fff
85-23.49|01ca00000006000300030001:,01ca000000050003027fff
85-23.54|01cb00000006000300030001:,01cb000000050003027fff
85-23.59|01cc00000006000300030001:,01cc000000050003027fff
85-23.65|01cd00000006000300030001:,01cd000000050003027fff
85-23.70|01ce00000006000300030001:,01ce000000050003027fff
85-23.75|01cf00000006000300030001:,01cf000000050003027fff
85-23.80|01d000000006000300030001:,01d0000000050003027fff
85-23.85|01d100000006000300030001:,01d1000000050003027fff
85-23.90|01d200000006000300030001:,01d2000000050003027fff
85-23.95|01d300000006000300030001:,01d3000000050003027fff
85-24.00|01d400000006000300030001:,01d4000000050003027fff
85-24.06|01d500000006000300030001:,01d5000000050003027fff
85-24.11|01d600000006000300030001:,01d6000000050003027fff
85-24.16|01d700000006000300030001:,01d7000000050003027fff
85-24.21|01d800000006000300030001:,01d8000000050003027fff
85-24.26|01d900000006000300030001:,01d9000000050003027fff
85-24.31|01da00000006000300030001:,01da000000050003027fff
85-24.36|01db00000006000300030001:,01db000000050003027fff
85-24.41|01dc00000006000300030001:,01dc000000050003027fff
85-24.47|01dd00000006000300030001:,01dd000000050003027fff
85-24.52|01de00000006000300030001:,01de000000050003027fff
85-24.57|01df00000006000300030001:,01df000000050003027fff
85-24.62|01e000000006000300030001:,01e0000000050003027fff
85-24.68|01e100000006000300030001:,01e1000000050003027fff
85-24.73|01e200000006000300030001:,01e2000000050003027fff
85-24.78|01e300000006000300030001:,01e3000000050003027fff
85-24.83|01e400000006000300030001:,01e4000000050003027fff
85-24.88|01e500000006000300030001:,01e5000000050003027fff
85-24.93|01e600000006000300030001:,01e6000000050003027fff
85-24.98|01e700000006000300030001:,01e7000000050003027fff
85-25.03|01e800000006000300030001:,01e8000000050003027fff
85-25.09|01e900000006000300030001:,01e9000000050003027fff
85-25.14|01ea00000006000300030001:,01ea000000050003027fff
85-25.19|01eb00000006000300030001:,01eb000000050003027fff
85-25.24|01ec00000006000300030001:,01ec000000050003027fff
85-25.29|01ed00000006000300030001:,01ed000000050003027fff
85-25.34|01ee00000006000300030001:,01ee000000050003027fff
85-25.39|01ef00000006000300030001:,01ef000000050003027fff
85-25.44|01f000000006000300030001:,01f0000000050003027fff
85-25.50|01f100000006000300030001:,01f1000000050003027fff
85-25.55|01f200000006000300030001:,01f2000000050003027fff
85-25.60|01f300000006000300030001:,01f3000000050003027fff
85-25.65|01f400000006000300030001:,01f4000000050003027fff
85-25.70|01f500000006000300030001:,01f5000000050003027fff
85-25.75|01f600000006000300030001:,01f6000000050003027fff
85-25.81|01f700000006000300030001:,01f7000000050003027fff
85-25.86|01f800000006000300030001:,01f8000000050003027fff
85-25.91|01f900000006000300030001:,01f9000000050003027fff
85-25.96|01fa00000006000300030001:,01fa000000050003027fff
85-26.02|01fb00000006000300030001:,01fb000000050003027fff
85-26.07|01fc00000006000300030001:,01fc000000050003027fff
85-26.12|01fd00000006000300030001:,01fd000000050003027fff
85-26.17|01fe00000006000300030001:,01fe000000050003027fff
85-26.22|01ff00000006000300030001:,01ff000000050003027fff
85-26.27|020000000006000300030001:,0200000000050003027fff
85-26.32|020100000006000300030001:,0201000000050003027fff
85-26.37|020200000006000300030001:,0202000000050003027fff
85-26.43|020300000006000300030001:,0203000000050003027fff
85-26.48|020400000006000300030001:,0204000000050003027fff
