step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/none,csv-train_loss_epoch,csv-accuracy/micro
95,0.38322609663009644,7,,,,,
96,0.35341304540634155,7,,,,,
97,0.361554354429245,7,,,,,
98,0.34454965591430664,7,,,,,
99,0.3427566587924957,7,,,,,
100,0.3017972707748413,7,,,,,
101,0.327749639749527,7,,,,,
102,0.33677661418914795,7,,,,,
103,0.3580261170864105,7,,,,,
14,,,0.16717492043972015,,,,
15,,,0.16583886742591858,,,,
103,,7,,0.16666103899478912,,,
103,,7,,,0.16718751192092896,0.35602620244026184,0.6953125
104,0.33002060651779175,8,,,,,
105,0.31696516275405884,8,,,,,
106,0.2814847230911255,8,,,,,
107,0.31052887439727783,8,,,,,
108,0.28976693749427795,8,,,,,
109,0.2633495032787323,8,,,,,
110,0.30347853899002075,8,,,,,
111,0.29825103282928467,8,,,,,
112,0.3013998866081238,8,,,,,
113,0.2947503626346588,8,,,,,
114,0.2809986174106598,8,,,,,
115,0.29234933853149414,8,,,,,
116,0.2857077419757843,8,,,,,
16,,,0.13416069746017456,,,,
17,,,0.13479790091514587,,,,
116,,8,,0.13440579175949097,,,
116,,8,,,0.2874999940395355,0.2960808575153351,0.7687499523162842
117,0.26844143867492676,9,,,,,
118,0.2711685001850128,9,,,,,
119,0.24797053635120392,9,,,,,
120,0.24133537709712982,9,,,,,
121,0.25002703070640564,9,,,,,
122,0.2969200313091278,9,,,,,
123,0.26535582542419434,9,,,,,
124,0.22573910653591156,9,,,,,
125,0.24231275916099548,9,,,,,
126,0.27791133522987366,9,,,,,
127,0.22991469502449036,9,,,,,
128,0.23120999336242676,9,,,,,
129,0.22604268789291382,9,,,,,
18,,,0.11221099644899368,,,,
19,,,0.1105315089225769,,,,
129,,9,,0.11156503856182098,,,
129,,9,,,0.35624998807907104,0.25187304615974426,0.796875
130,0.20132265985012054,10,,,,,
131,0.2180355340242386,10,,,,,
132,0.23159964382648468,10,,,,,
133,0.21633750200271606,10,,,,,
134,0.23356330394744873,10,,,,,
135,0.22610466182231903,10,,,,,
136,0.17674364149570465,10,,,,,
137,0.23934179544448853,10,,,,,
138,0.19889557361602783,10,,,,,
139,0.1972811222076416,10,,,,,
140,0.24438951909542084,10,,,,,
141,0.18337319791316986,10,,,,,
142,0.22315339744091034,10,,,,,
20,,,0.10151821374893188,,,,
21,,,0.0967491939663887,,,,
142,,10,,0.0996839702129364,,,
142,,10,,,0.38749995827674866,0.214626282453537,0.8374999761581421
143,0.180573508143425,11,,,,,
144,0.17241424322128296,11,,,,,
145,0.17768873274326324,11,,,,,
146,0.17267584800720215,11,,,,,
147,0.1973584145307541,11,,,,,
148,0.19034500420093536,11,,,,,
149,0.1903616338968277,11,,,,,
150,0.21007691323757172,11,,,,,
151,0.1882542073726654,11,,,,,
152,0.18226949870586395,11,,,,,
153,0.2018296718597412,11,,,,,
154,0.1779995858669281,11,,,,,
155,0.18009626865386963,11,,,,,
22,,,0.09808000922203064,,,,
23,,,0.09428654611110687,,,,
155,,11,,0.09662099182605743,,,
155,,11,,,0.35624998807907104,0.18630336225032806,0.8046875
156,0.19397850334644318,12,,,,,
157,0.1785830408334732,12,,,,,
158,0.17267455160617828,12,,,,,
159,0.17466862499713898,12,,,,,
160,0.17178694903850555,12,,,,,
161,0.18539953231811523,12,,,,,
162,0.19974589347839355,12,,,,,
163,0.17114882171154022,12,,,,,
164,0.16872332990169525,12,,,,,
165,0.1805441677570343,12,,,,,
166,0.16790884733200073,12,,,,,
167,0.15429429709911346,12,,,,,
168,0.13026878237724304,12,,,,,
24,,,0.09461679309606552,,,,
25,,,0.08822833001613617,,,,
168,,12,,0.0921596959233284,,,
168,,12,,,0.37187498807907104,0.17305579781532288,0.8203124403953552
169,0.17739911377429962,13,,,,,
170,0.14111243188381195,13,,,,,
171,0.18456725776195526,13,,,,,
172,0.15439894795417786,13,,,,,
173,0.17318230867385864,13,,,,,
174,0.16125643253326416,13,,,,,
175,0.19590160250663757,13,,,,,
176,0.16253630816936493,13,,,,,
177,0.1498192697763443,13,,,,,
178,0.15756748616695404,13,,,,,
179,0.15872004628181458,13,,,,,
180,0.18559801578521729,13,,,,,
181,0.14146697521209717,13,,,,,
26,,,0.0876767635345459,,,,
27,,,0.08203808963298798,,,,
181,,13,,0.08550804108381271,,,
181,,13,,,0.4234374761581421,0.16488663852214813,0.8656250238418579
182,0.14315365254878998,14,,,,,
183,0.15223202109336853,14,,,,,
184,0.15313951671123505,14,,,,,
185,0.1611141711473465,14,,,,,
186,0.1668766438961029,14,,,,,
187,0.1258968710899353,14,,,,,
188,0.16058267652988434,14,,,,,
189,0.1659412384033203,14,,,,,
190,0.15999919176101685,14,,,,,
191,0.14632348716259003,14,,,,,
192,0.11910084635019302,14,,,,,
193,0.1586754024028778,14,,,,,
194,0.16117002069950104,14,,,,,
28,,,0.08289828896522522,,,,
29,,,0.07787854969501495,,,,
194,,14,,0.08096762001514435,,,
194,,14,,,0.4078124761581421,0.1518619954586029,0.8359375
195,0.1315527707338333,15,,,,,
196,0.13277414441108704,15,,,,,
197,0.14000090956687927,15,,,,,
198,0.1385190784931183,15,,,,,
199,0.13653701543807983,15,,,,,
200,0.1347244530916214,15,,,,,
201,0.14920002222061157,15,,,,,
202,0.14104297757148743,15,,,,,
203,0.14125443994998932,15,,,,,
204,0.17523381114006042,15,,,,,
205,0.1097652018070221,15,,,,,
206,0.14266999065876007,15,,,,,
207,0.1596071720123291,15,,,,,
30,,,0.07953929156064987,,,,
31,,,0.07498177140951157,,,,
207,,15,,0.0777864009141922,,,
207,,15,,,0.4281249940395355,0.14099092781543732,0.8578124642372131
208,0.13672566413879395,16,,,,,
209,0.1304471492767334,16,,,,,
210,0.1055753082036972,16,,,,,
211,0.14594870805740356,16,,,,,
212,0.15235251188278198,16,,,,,
213,0.1273207813501358,16,,,,,
214,0.1209760382771492,16,,,,,
215,0.13809864223003387,16,,,,,
216,0.1389150470495224,16,,,,,
217,0.12151186168193817,16,,,,,
218,0.13472051918506622,16,,,,,
219,0.13044127821922302,16,,,,,
220,0.12559066712856293,16,,,,,
32,,,0.08095310628414154,,,,
33,,,0.07436209917068481,,,,
220,,16,,0.07841810584068298,,,
220,,16,,,0.38749995827674866,0.1314326375722885,0.824999988079071
221,0.12274971604347229,17,,,,,
222,0.09739147871732712,17,,,,,
223,0.13410037755966187,17,,,,,
224,0.14809510111808777,17,,,,,
225,0.10389433801174164,17,,,,,
226,0.1207674965262413,17,,,,,
227,0.13074490427970886,17,,,,,
228,0.09182784706354141,17,,,,,
229,0.09410189092159271,17,,,,,
230,0.11760923266410828,17,,,,,
231,0.13568909466266632,17,,,,,
232,0.13465999066829681,17,,,,,
233,0.13432158529758453,17,,,,,
34,,,0.07823247462511063,,,,
35,,,0.0751165896654129,,,,
233,,17,,0.07703404873609543,,,
233,,17,,,0.38749998807907104,0.12045792490243912,0.832812488079071
234,0.14747005701065063,18,,,,,
235,0.1089218258857727,18,,,,,
236,0.12278548628091812,18,,,,,
237,0.14943230152130127,18,,,,,
238,0.1307758241891861,18,,,,,
239,0.10983283817768097,18,,,,,
240,0.10709178447723389,18,,,,,
241,0.11758425086736679,18,,,,,
242,0.10509391129016876,18,,,,,
243,0.11691151559352875,18,,,,,
244,0.12451859563589096,18,,,,,
245,0.11622531712055206,18,,,,,
246,0.12092620134353638,18,,,,,
36,,,0.07240927219390869,,,,
37,,,0.06800635904073715,,,,
246,,18,,0.07071584463119507,,,
246,,18,,,0.4046874940395355,0.12135152518749237,0.8781249523162842
247,0.10546528548002243,19,,,,,
248,0.1306534707546234,19,,,,,
249,0.12477205693721771,19,,,,,
250,0.14042134582996368,19,,,,,
251,0.09320580959320068,19,,,,,
252,0.07968080788850784,19,,,,,
253,0.14666442573070526,19,,,,,
254,0.12323514372110367,19,,,,,
255,0.10362425446510315,19,,,,,
256,0.12942032516002655,19,,,,,
257,0.10784550756216049,19,,,,,
258,0.1190694123506546,19,,,,,
259,0.1133313924074173,19,,,,,
38,,,0.0721871629357338,,,,
39,,,0.06507571041584015,,,,
259,,19,,0.06945198029279709,,,
259,,19,,,0.4156249761581421,0.11672225594520569,0.8531250357627869
260,0.11289968341588974,20,,,,,
261,0.11184246838092804,20,,,,,
262,0.08260565251111984,20,,,,,
263,0.1142754927277565,20,,,,,
264,0.11797162890434265,20,,,,,
265,0.10953062772750854,20,,,,,
266,0.135244220495224,20,,,,,
267,0.10138113051652908,20,,,,,
268,0.11304418742656708,20,,,,,
269,0.08544081449508667,20,,,,,
270,0.09305271506309509,20,,,,,
271,0.12228013575077057,20,,,,,
272,0.11757173389196396,20,,,,,
40,,,0.07027816027402878,,,,
41,,,0.06362640857696533,,,,
272,,20,,0.06771978735923767,,,
272,,20,,,0.4234374761581421,0.10901080816984177,0.832812488079071
273,0.10938525199890137,21,,,,,
274,0.12269815802574158,21,,,,,
275,0.1042727679014206,21,,,,,
276,0.07393865287303925,21,,,,,
277,0.08617828041315079,21,,,,,
278,0.08880598843097687,21,,,,,
279,0.10682740807533264,21,,,,,
280,0.09420614689588547,21,,,,,
281,0.1138039231300354,21,,,,,
282,0.112919881939888,21,,,,,
283,0.10614709556102753,21,,,,,
284,0.10175430029630661,21,,,,,
285,0.11250115931034088,21,,,,,
42,,,0.06426474452018738,,,,
43,,,0.057402972131967545,,,,
285,,21,,0.06162560358643532,,,
285,,21,,,0.4859375059604645,0.1025722399353981,0.870312511920929
286,0.1156885027885437,22,,,,,
287,0.1004919782280922,22,,,,,
288,0.09689652919769287,22,,,,,
289,0.07576949894428253,22,,,,,
290,0.09179053455591202,22,,,,,
291,0.08657389879226685,22,,,,,
292,0.08060820400714874,22,,,,,
293,0.10888245701789856,22,,,,,
294,0.09180203825235367,22,,,,,
295,0.09920297563076019,22,,,,,
296,0.11145827174186707,22,,,,,
297,0.08533430844545364,22,,,,,
298,0.10508297383785248,22,,,,,
44,,,0.05900563299655914,,,,
45,,,0.05374952033162117,,,,
298,,22,,0.05698404833674431,,,
298,,22,,,0.5078125,0.09612169861793518,0.8578125238418579
299,0.08205962926149368,23,,,,,
300,0.09804359078407288,23,,,,,
301,0.09545446932315826,23,,,,,
302,0.10323279350996017,23,,,,,
303,0.09868516772985458,23,,,,,
304,0.08490956574678421,23,,,,,
305,0.09868402034044266,23,,,,,
306,0.08346327394247055,23,,,,,
307,0.08243667334318161,23,,,,,
308,0.07367123663425446,23,,,,,
309,0.10453307628631592,23,,,,,
310,0.10212346911430359,23,,,,,
311,0.1009095087647438,23,,,,,
46,,,0.061276376247406006,,,,
47,,,0.054048020392656326,,,,
311,,23,,0.05849624052643776,,,
311,,23,,,0.4921875,0.09293896704912186,0.8578125238418579
312,0.11286591738462448,24,,,,,
313,0.10356920957565308,24,,,,,
314,0.09397433698177338,24,,,,,
315,0.10505195707082748,24,,,,,
316,0.10760007053613663,24,,,,,
317,0.0902043879032135,24,,,,,
318,0.0868513435125351,24,,,,,
319,0.07952769100666046,24,,,,,
320,0.08693720400333405,24,,,,,
321,0.08552674949169159,24,,,,,
322,0.07846695184707642,24,,,,,
323,0.07663001120090485,24,,,,,
324,0.08672253787517548,24,,,,,
48,,,0.05750597268342972,,,,
49,,,0.05311707407236099,,,,
324,,24,,0.05581793561577797,,,
324,,24,,,0.515625,0.09184065461158752,0.8578125238418579
325,0.10781630873680115,25,,,,,
326,0.0762583389878273,25,,,,,
327,0.08296909928321838,25,,,,,
328,0.08966442197561264,25,,,,,
329,0.09511563181877136,25,,,,,
330,0.09968359023332596,25,,,,,
331,0.0692923367023468,25,,,,,
332,0.09772129356861115,25,,,,,
333,0.1047087237238884,25,,,,,
334,0.08731213957071304,25,,,,,
335,0.06916267424821854,25,,,,,
336,0.05482444912195206,25,,,,,
337,0.08637699484825134,25,,,,,
50,,,0.056911177933216095,,,,
51,,,0.05261276289820671,,,,
337,,25,,0.05525793507695198,,,
337,,25,,,0.5078125,0.0862235501408577,0.8578125238418579
338,0.07865017652511597,26,,,,,
339,0.08123071491718292,26,,,,,
340,0.06968358159065247,26,,,,,
341,0.0881674513220787,26,,,,,
342,0.08441366255283356,26,,,,,
343,0.0962841659784317,26,,,,,
344,0.08647054433822632,26,,,,,
345,0.08557388931512833,26,,,,,
346,0.08069149404764175,26,,,,,
347,0.0958036482334137,26,,,,,
348,0.0710509717464447,26,,,,,
349,0.0921248123049736,26,,,,,
350,0.07413723319768906,26,,,,,
52,,,0.05316711589694023,,,,
53,,,0.048500776290893555,,,,
350,,26,,0.05137236788868904,,,
350,,26,,,0.5781249403953552,0.08340633660554886,0.984375
351,0.055617477744817734,27,,,,,
352,0.07416512817144394,27,,,,,
353,0.07314510643482208,27,,,,,
354,0.07281289994716644,27,,,,,
355,0.07442966848611832,27,,,,,
356,0.07036420702934265,27,,,,,
357,0.10177529603242874,27,,,,,
358,0.08698175102472305,27,,,,,
359,0.07486984133720398,27,,,,,
360,0.08312909305095673,27,,,,,
361,0.07802417129278183,27,,,,,
362,0.08614501357078552,27,,,,,
363,0.0738442912697792,27,,,,,
54,,,0.0517372265458107,,,,
55,,,0.04745838791131973,,,,
363,,27,,0.050091519951820374,,,
363,,27,,,0.5765624642372131,0.0773310735821724,0.9921875
364,0.07957670837640762,28,,,,,
365,0.08133583515882492,28,,,,,
366,0.07915150374174118,28,,,,,
367,0.09262112528085709,28,,,,,
368,0.0901186615228653,28,,,,,
369,0.058673590421676636,28,,,,,
370,0.07572545856237411,28,,,,,
371,0.07063724845647812,28,,,,,
372,0.06541894376277924,28,,,,,
373,0.06445132195949554,28,,,,,
374,0.0633089616894722,28,,,,,
375,0.07843004167079926,28,,,,,
376,0.06068458408117294,28,,,,,
56,,,0.04692796245217323,,,,
57,,,0.043854981660842896,,,,
376,,28,,0.04574604704976082,,,
376,,28,,,0.6171875,0.07385645806789398,1.0
377,0.06791975349187851,29,,,,,
378,0.06315837800502777,29,,,,,
379,0.07005074620246887,29,,,,,
380,0.08645132184028625,29,,,,,
381,0.08183705806732178,29,,,,,
382,0.05604702606797218,29,,,,,
383,0.07494839280843735,29,,,,,
384,0.08033307641744614,29,,,,,
385,0.07664929330348969,29,,,,,
386,0.06920034438371658,29,,,,,
387,0.07329820841550827,29,,,,,
388,0.06387825310230255,29,,,,,
389,0.07045244425535202,29,,,,,
58,,,0.04614610970020294,,,,
59,,,0.04255501180887222,,,,
389,,29,,0.044764917343854904,,,
389,,29,,,0.6062499284744263,0.07186340540647507,1.0
