step,csv-epoch,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/none,csv-accuracy/micro
58,2,0.6458296775817871,,,,,
59,2,0.6742181181907654,,,,,
60,2,0.6179585456848145,,,,,
61,2,0.6218351721763611,,,,,
62,2,0.6115055084228516,,,,,
63,2,0.5844635367393494,,,,,
64,2,0.6359798908233643,,,,,
65,2,0.6087679862976074,,,,,
66,2,0.6306741237640381,,,,,
67,2,0.5493578910827637,,,,,
68,2,0.5290553569793701,,,,,
69,2,0.5430430769920349,,,,,
70,2,0.5405029058456421,,,,,
71,2,0.5023701190948486,,,,,
72,2,0.4962282180786133,,,,,
73,2,0.4999934434890747,,,,,
74,2,0.4881630837917328,,,,,
75,2,0.49743014574050903,,,,,
76,2,0.5344285368919373,,,,,
77,2,0.4845355153083801,,,,,
8,,,0.30075016617774963,,,,
9,,,0.2978622615337372,,,,
10,,,0.3408544957637787,,,,
11,,,0.25858986377716064,,,,
77,2,,,0.3089582622051239,,,
77,2,,,,0.5973565578460693,0.0625,0.46875
78,3,0.48734235763549805,,,,,
79,3,0.4520542025566101,,,,,
80,3,0.514145016670227,,,,,
81,3,0.4745160937309265,,,,,
82,3,0.4292396306991577,,,,,
83,3,0.44927501678466797,,,,,
84,3,0.43464791774749756,,,,,
85,3,0.41271117329597473,,,,,
86,3,0.3929120898246765,,,,,
87,3,0.4088602364063263,,,,,
88,3,0.40455713868141174,,,,,
89,3,0.3931182324886322,,,,,
90,3,0.40446314215660095,,,,,
91,3,0.38794460892677307,,,,,
92,3,0.41600027680397034,,,,,
93,3,0.36223623156547546,,,,,
94,3,0.38295021653175354,,,,,
95,3,0.38602152466773987,,,,,
96,3,0.3790801167488098,,,,,
97,3,0.30411002039909363,,,,,
98,3,0.35959941148757935,,,,,
99,3,0.3297964930534363,,,,,
100,3,0.3510083556175232,,,,,
101,3,0.30513349175453186,,,,,
102,3,0.32251936197280884,,,,,
103,3,0.346622496843338,,,,,
12,,,0.15124669671058655,,,,
13,,,0.15486706793308258,,,,
14,,,0.18146489560604095,,,,
15,,,0.11644907295703888,,,,
103,3,,,0.1589818149805069,,,
103,3,,,,0.39580249786376953,0.125,0.77734375
104,4,0.367844820022583,,,,,
105,4,0.3432782292366028,,,,,
106,4,0.31110090017318726,,,,,
107,4,0.32703545689582825,,,,,
108,4,0.30626022815704346,,,,,
109,4,0.326458215713501,,,,,
110,4,0.2998681962490082,,,,,
111,4,0.3020288944244385,,,,,
112,4,0.3161993622779846,,,,,
113,4,0.29072481393814087,,,,,
114,4,0.27072539925575256,,,,,
115,4,0.3003232181072235,,,,,
116,4,0.2517777383327484,,,,,
117,4,0.2783789336681366,,,,,
118,4,0.28616225719451904,,,,,
119,4,0.2711049020290375,,,,,
120,4,0.28231239318847656,,,,,
121,4,0.25625449419021606,,,,,
122,4,0.29599058628082275,,,,,
123,4,0.25252145528793335,,,,,
124,4,0.24284417927265167,,,,,
125,4,0.25378918647766113,,,,,
126,4,0.241913840174675,,,,,
127,4,0.251700758934021,,,,,
128,4,0.259893536567688,,,,,
129,4,0.2209954857826233,,,,,
16,,,0.10783399641513824,,,,
17,,,0.12491076439619064,,,,
18,,,0.1401379555463791,,,,
19,,,0.08090856671333313,,,,
129,4,,,0.1209568902850151,,,
129,4,,,,0.284903347492218,0.421875,0.76171875
130,5,0.22555358707904816,,,,,
131,5,0.24205251038074493,,,,,
132,5,0.2209227830171585,,,,,
133,5,0.24163979291915894,,,,,
134,5,0.23442432284355164,,,,,
135,5,0.2567916512489319,,,,,
136,5,0.21044348180294037,,,,,
137,5,0.24219217896461487,,,,,
138,5,0.21667546033859253,,,,,
139,5,0.2021825909614563,,,,,
140,5,0.23760344088077545,,,,,
141,5,0.214988574385643,,,,,
142,5,0.22673073410987854,,,,,
143,5,0.2103145569562912,,,,,
144,5,0.21114255487918854,,,,,
145,5,0.19308993220329285,,,,,
146,5,0.23639295995235443,,,,,
147,5,0.21692954003810883,,,,,
148,5,0.20221498608589172,,,,,
149,5,0.2050851434469223,,,,,
150,5,0.19238460063934326,,,,,
151,5,0.19393254816532135,,,,,
152,5,0.19754239916801453,,,,,
153,5,0.19446830451488495,,,,,
154,5,0.20184600353240967,,,,,
155,5,0.20435366034507751,,,,,
20,,,0.09493269771337509,,,,
21,,,0.11062435805797577,,,,
22,,,0.1263582855463028,,,,
23,,,0.07298281043767929,,,,
155,5,,,0.10774186253547668,,,
155,5,,,,0.21661145985126495,0.45703125,0.80859375
156,6,0.19317875802516937,,,,,
157,6,0.197066068649292,,,,,
158,6,0.1660294234752655,,,,,
159,6,0.18265442550182343,,,,,
160,6,0.17797113955020905,,,,,
161,6,0.17832259833812714,,,,,
162,6,0.18981143832206726,,,,,
163,6,0.19312116503715515,,,,,
164,6,0.17748014628887177,,,,,
165,6,0.15688399970531464,,,,,
166,6,0.16450244188308716,,,,,
167,6,0.17794156074523926,,,,,
168,6,0.14811551570892334,,,,,
169,6,0.1775015890598297,,,,,
170,6,0.16903313994407654,,,,,
171,6,0.15735192596912384,,,,,
172,6,0.1673474907875061,,,,,
173,6,0.18018147349357605,,,,,
174,6,0.15625379979610443,,,,,
175,6,0.14197468757629395,,,,,
176,6,0.17635691165924072,,,,,
177,6,0.1764647215604782,,,,,
178,6,0.18332111835479736,,,,,
179,6,0.154808908700943,,,,,
180,6,0.15858094394207,,,,,
181,6,0.1649007797241211,,,,,
24,,,0.08717495203018188,,,,
25,,,0.10113295912742615,,,,
26,,,0.11736831814050674,,,,
27,,,0.06800408661365509,,,,
181,6,,,0.0992853119969368,,,
181,6,,,,0.1718136966228485,0.50390625,0.7890625
182,7,0.1629164069890976,,,,,
183,7,0.17440281808376312,,,,,
184,7,0.14494532346725464,,,,,
185,7,0.15514451265335083,,,,,
186,7,0.15543080866336823,,,,,
187,7,0.14857155084609985,,,,,
188,7,0.14016762375831604,,,,,
189,7,0.1455802619457245,,,,,
190,7,0.14081427454948425,,,,,
191,7,0.16414672136306763,,,,,
192,7,0.15075471997261047,,,,,
193,7,0.13621965050697327,,,,,
194,7,0.13295356929302216,,,,,
195,7,0.1596790850162506,,,,,
196,7,0.1589079648256302,,,,,
197,7,0.150711789727211,,,,,
198,7,0.14087346196174622,,,,,
199,7,0.15402615070343018,,,,,
200,7,0.15544061362743378,,,,,
201,7,0.1507757008075714,,,,,
202,7,0.15297441184520721,,,,,
203,7,0.14031745493412018,,,,,
204,7,0.12494595348834991,,,,,
205,7,0.1312549114227295,,,,,
206,7,0.15817111730575562,,,,,
207,7,0.12431414425373077,,,,,
28,,,0.0808497816324234,,,,
29,,,0.09119842946529388,,,,
30,,,0.11181363463401794,,,,
31,,,0.06083293631672859,,,,
207,7,,,0.09202155470848083,,,
207,7,,,,0.14824773371219635,0.55078125,0.83203125
208,8,0.1328447312116623,,,,,
209,8,0.13684529066085815,,,,,
210,8,0.13309867680072784,,,,,
211,8,0.12880755960941315,,,,,
212,8,0.1514168381690979,,,,,
213,8,0.1490170657634735,,,,,
214,8,0.13804443180561066,,,,,
215,8,0.14701145887374878,,,,,
216,8,0.13255923986434937,,,,,
217,8,0.137085422873497,,,,,
218,8,0.136659175157547,,,,,
219,8,0.15365895628929138,,,,,
220,8,0.1276431530714035,,,,,
221,8,0.14239399135112762,,,,,
222,8,0.1300949901342392,,,,,
223,8,0.13339543342590332,,,,,
224,8,0.11542264372110367,,,,,
225,8,0.11609859764575958,,,,,
226,8,0.11760425567626953,,,,,
227,8,0.11674884706735611,,,,,
228,8,0.13071449100971222,,,,,
229,8,0.1279442310333252,,,,,
230,8,0.14372944831848145,,,,,
231,8,0.11063823103904724,,,,,
232,8,0.1138058751821518,,,,,
233,8,0.1355058252811432,,,,,
32,,,0.0702909454703331,,,,
33,,,0.0784560963511467,,,,
34,,,0.09561437368392944,,,,
35,,,0.05293896421790123,,,,
233,8,,,0.07926034927368164,,,
233,8,,,,0.13226111233234406,0.578125,0.84375
234,9,0.14205121994018555,,,,,
235,9,0.11533994227647781,,,,,
236,9,0.12477298825979233,,,,,
237,9,0.10124693810939789,,,,,
238,9,0.11574408411979675,,,,,
239,9,0.10909704864025116,,,,,
240,9,0.11651158332824707,,,,,
241,9,0.13302642107009888,,,,,
242,9,0.11245062947273254,,,,,
243,9,0.12151144444942474,,,,,
244,9,0.11701827496290207,,,,,
245,9,0.1369280070066452,,,,,
246,9,0.09655049443244934,,,,,
247,9,0.10022146999835968,,,,,
248,9,0.12132050096988678,,,,,
249,9,0.14089643955230713,,,,,
250,9,0.11646781861782074,,,,,
251,9,0.11963716149330139,,,,,
252,9,0.130191832780838,,,,,
253,9,0.10740780830383301,,,,,
254,9,0.10620952397584915,,,,,
255,9,0.10826390236616135,,,,,
256,9,0.12632715702056885,,,,,
257,9,0.11338292807340622,,,,,
258,9,0.12474560737609863,,,,,
259,9,0.09558204561471939,,,,,
36,,,0.06285689771175385,,,,
37,,,0.0705283060669899,,,,
38,,,0.08558539301156998,,,,
39,,,0.042014654725790024,,,,
259,9,,,0.07060746848583221,,,
259,9,,,,0.11741935461759567,0.578125,0.8515625
260,10,0.12295384705066681,,,,,
261,10,0.09953610599040985,,,,,
262,10,0.12137153744697571,,,,,
263,10,0.09510191529989243,,,,,
264,10,0.1048472598195076,,,,,
265,10,0.11021988093852997,,,,,
266,10,0.12249330431222916,,,,,
267,10,0.12207359820604324,,,,,
268,10,0.11327902227640152,,,,,
269,10,0.09652495384216309,,,,,
270,10,0.11052186042070389,,,,,
271,10,0.13412651419639587,,,,,
272,10,0.09656351804733276,,,,,
273,10,0.11851119995117188,,,,,
274,10,0.07529217004776001,,,,,
275,10,0.09396535903215408,,,,,
276,10,0.11111889779567719,,,,,
277,10,0.08280815929174423,,,,,
278,10,0.09620355814695358,,,,,
279,10,0.10965624451637268,,,,,
280,10,0.11141613125801086,,,,,
281,10,0.0956396609544754,,,,,
282,10,0.09257207810878754,,,,,
283,10,0.12304656207561493,,,,,
284,10,0.11146726459264755,,,,,
285,10,0.09188845753669739,,,,,
40,,,0.058189988136291504,,,,
41,,,0.06108711659908295,,,,
42,,,0.08050006628036499,,,,
43,,,0.035886142402887344,,,,
285,10,,,0.06423037499189377,,,
285,10,,,,0.10627688467502594,0.58984375,0.875
286,11,0.12126503884792328,,,,,
287,11,0.11159884929656982,,,,,
288,11,0.09822124242782593,,,,,
289,11,0.10780949890613556,,,,,
290,11,0.09823481738567352,,,,,
291,11,0.09799466282129288,,,,,
292,11,0.10151694715023041,,,,,
293,11,0.09632692486047745,,,,,
294,11,0.11356978863477707,,,,,
295,11,0.10145597904920578,,,,,
296,11,0.09525123238563538,,,,,
297,11,0.09508135169744492,,,,,
298,11,0.08408573269844055,,,,,
299,11,0.11866410076618195,,,,,
300,11,0.07671791315078735,,,,,
301,11,0.0979495644569397,,,,,
302,11,0.08440647274255753,,,,,
303,11,0.08731275051832199,,,,,
304,11,0.1035197451710701,,,,,
305,11,0.0859367623925209,,,,,
306,11,0.08604675531387329,,,,,
307,11,0.07596369087696075,,,,,
308,11,0.09646227210760117,,,,,
309,11,0.08879174292087555,,,,,
310,11,0.07246280461549759,,,,,
311,11,0.11914723366498947,,,,,
44,,,0.05406549200415611,,,,
45,,,0.05744592845439911,,,,
46,,,0.07626038789749146,,,,
47,,,0.031044570729136467,,,,
311,11,,,0.06016398221254349,,,
311,11,,,,0.0967613011598587,0.6328125,0.88671875
312,12,0.08392822742462158,,,,,
313,12,0.08696220815181732,,,,,
314,12,0.08488231897354126,,,,,
315,12,0.0855221077799797,,,,,
316,12,0.0853283703327179,,,,,
317,12,0.08654778450727463,,,,,
318,12,0.08280403167009354,,,,,
319,12,0.08008608967065811,,,,,
320,12,0.08703505992889404,,,,,
321,12,0.07189048826694489,,,,,
322,12,0.08652912080287933,,,,,
323,12,0.06379518657922745,,,,,
324,12,0.0886504128575325,,,,,
325,12,0.09228015691041946,,,,,
326,12,0.09908301383256912,,,,,
327,12,0.07998070865869522,,,,,
328,12,0.07726133614778519,,,,,
329,12,0.0964616909623146,,,,,
330,12,0.10747286677360535,,,,,
331,12,0.07613298296928406,,,,,
332,12,0.09062864631414413,,,,,
333,12,0.10142725706100464,,,,,
334,12,0.08803414553403854,,,,,
335,12,0.07429726421833038,,,,,
336,12,0.0878930613398552,,,,,
337,12,0.09298020601272583,,,,,
48,,,0.04908771440386772,,,,
49,,,0.05359339714050293,,,,
50,,,0.07604886591434479,,,,
51,,,0.027824418619275093,,,,
337,12,,,0.057134177535772324,,,
337,12,,,,0.08607286959886551,0.65625,0.91796875
338,13,0.09858080744743347,,,,,
339,13,0.06297387927770615,,,,,
340,13,0.08552084863185883,,,,,
341,13,0.08916541188955307,,,,,
342,13,0.07131829112768173,,,,,
343,13,0.0859389528632164,,,,,
344,13,0.10337931662797928,,,,,
345,13,0.08623668551445007,,,,,
346,13,0.04779788479208946,,,,,
347,13,0.09342361241579056,,,,,
348,13,0.0678899735212326,,,,,
349,13,0.09084266424179077,,,,,
350,13,0.07285025715827942,,,,,
351,13,0.08088451623916626,,,,,
352,13,0.06315381824970245,,,,,
353,13,0.07906311005353928,,,,,
354,13,0.0844099149107933,,,,,
355,13,0.07366500049829483,,,,,
356,13,0.10347509384155273,,,,,
357,13,0.07340788841247559,,,,,
358,13,0.07768683135509491,,,,,
359,13,0.08265170454978943,,,,,
360,13,0.07348902523517609,,,,,
361,13,0.06614905595779419,,,,,
362,13,0.07132396101951599,,,,,
363,13,0.07476891577243805,,,,,
52,,,0.04542367532849312,,,,
53,,,0.048761628568172455,,,,
54,,,0.06811583042144775,,,,
55,,,0.027736801654100418,,,,
363,13,,,0.05207240954041481,,,
363,13,,,,0.0792325809597969,0.68359375,1.0
364,14,0.07022055238485336,,,,,
365,14,0.08576181530952454,,,,,
366,14,0.07924716919660568,,,,,
367,14,0.07789286971092224,,,,,
368,14,0.07377418875694275,,,,,
369,14,0.06240144371986389,,,,,
370,14,0.05799185112118721,,,,,
371,14,0.0561058409512043,,,,,
372,14,0.08177562057971954,,,,,
373,14,0.07954760640859604,,,,,
374,14,0.07687156647443771,,,,,
375,14,0.05976979434490204,,,,,
376,14,0.08271929621696472,,,,,
377,14,0.08068209886550903,,,,,
378,14,0.07318805903196335,,,,,
379,14,0.058916252106428146,,,,,
380,14,0.07744854688644409,,,,,
381,14,0.05828351899981499,,,,,
382,14,0.0767238661646843,,,,,
383,14,0.07083893567323685,,,,,
384,14,0.0489504411816597,,,,,
385,14,0.07687751948833466,,,,,
386,14,0.06853803992271423,,,,,
387,14,0.06327728927135468,,,,,
388,14,0.08491060882806778,,,,,
389,14,0.08142967522144318,,,,,
56,,,0.0451626181602478,,,,
57,,,0.046363748610019684,,,,
58,,,0.06652218103408813,,,,
59,,,0.025079242885112762,,,,
389,14,,,0.05055949464440346,,,
389,14,,,,0.07169786095619202,0.6796875,1.0
390,15,0.09340614080429077,,,,,
391,15,0.058598022907972336,,,,,
392,15,0.08300577104091644,,,,,
393,15,0.07635658979415894,,,,,
394,15,0.09314683079719543,,,,,
395,15,0.059844061732292175,,,,,
396,15,0.05470336601138115,,,,,
397,15,0.07338953763246536,,,,,
398,15,0.0761578157544136,,,,,
399,15,0.07589767873287201,,,,,
400,15,0.07201802730560303,,,,,
401,15,0.06066348776221275,,,,,
402,15,0.07165291905403137,,,,,
403,15,0.06856841593980789,,,,,
404,15,0.06664685904979706,,,,,
405,15,0.0615517720580101,,,,,
406,15,0.07274934649467468,,,,,
407,15,0.07738125324249268,,,,,
408,15,0.07262129336595535,,,,,
409,15,0.07459660619497299,,,,,
410,15,0.07122644037008286,,,,,
411,15,0.06488761305809021,,,,,
412,15,0.0631946325302124,,,,,
413,15,0.059146247804164886,,,,,
414,15,0.06498774141073227,,,,,
415,15,0.07219505310058594,,,,,
60,,,0.041205402463674545,,,,
61,,,0.045995622873306274,,,,
62,,,0.06265892833471298,,,,
63,,,0.024544399231672287,,,,
415,15,,,0.047998785972595215,,,
415,15,,,,0.07071513682603836,0.6796875,1.0
416,16,0.06540099531412125,,,,,
417,16,0.07103259861469269,,,,,
418,16,0.06595107167959213,,,,,
419,16,0.07073403149843216,,,,,
420,16,0.06872780621051788,,,,,
421,16,0.05551072955131531,,,,,
422,16,0.07901262491941452,,,,,
423,16,0.06363785266876221,,,,,
424,16,0.07134957611560822,,,,,
425,16,0.07902152091264725,,,,,
426,16,0.06140945851802826,,,,,
427,16,0.07999126613140106,,,,,
428,16,0.07609031349420547,,,,,
429,16,0.07408779114484787,,,,,
430,16,0.05654599890112877,,,,,
431,16,0.06432083249092102,,,,,
432,16,0.06543867290019989,,,,,
433,16,0.06190689280629158,,,,,
434,16,0.05500280484557152,,,,,
435,16,0.06596089899539948,,,,,
436,16,0.07609638571739197,,,,,
437,16,0.061504993587732315,,,,,
438,16,0.05543912574648857,,,,,
439,16,0.06729388982057571,,,,,
440,16,0.06156591698527336,,,,,
441,16,0.07149367779493332,,,,,
64,,,0.04004985839128494,,,,
65,,,0.04541338235139847,,,,
66,,,0.06254808604717255,,,,
67,,,0.025265226140618324,,,,
441,16,,,0.04748542606830597,,,
441,16,,,,0.06709721684455872,0.69140625,1.0
442,17,0.0617598220705986,,,,,
443,17,0.06957617402076721,,,,,
444,17,0.06363565474748611,,,,,
445,17,0.052461061626672745,,,,,
446,17,0.06383246928453445,,,,,
447,17,0.06336095184087753,,,,,
448,17,0.06299807131290436,,,,,
449,17,0.0601874440908432,,,,,
450,17,0.05172036960721016,,,,,
451,17,0.06248295307159424,,,,,
452,17,0.052257660776376724,,,,,
453,17,0.06366167217493057,,,,,
454,17,0.07020416110754013,,,,,
455,17,0.05508589372038841,,,,,
456,17,0.04858407378196716,,,,,
457,17,0.051079098135232925,,,,,
458,17,0.08183074742555618,,,,,
459,17,0.06789639592170715,,,,,
460,17,0.07128792256116867,,,,,
461,17,0.084151990711689,,,,,
462,17,0.053869619965553284,,,,,
463,17,0.05828218534588814,,,,,
464,17,0.06656582653522491,,,,,
465,17,0.06069796904921532,,,,,
466,17,0.07760261744260788,,,,,
467,17,0.03669971972703934,,,,,
68,,,0.03966383635997772,,,,
69,,,0.04562287777662277,,,,
70,,,0.06297691911458969,,,,
71,,,0.025510642677545547,,,,
467,17,,,0.04758193716406822,,,
467,17,,,,0.06199125200510025,0.6953125,1.0
468,18,0.05349660664796829,,,,,
469,18,0.0597563311457634,,,,,
470,18,0.05976453796029091,,,,,
471,18,0.058742403984069824,,,,,
472,18,0.07206494361162186,,,,,
473,18,0.04532117769122124,,,,,
474,18,0.05594244599342346,,,,,
475,18,0.047375310212373734,,,,,
476,18,0.05657384544610977,,,,,
477,18,0.0554770827293396,,,,,
478,18,0.06223965063691139,,,,,
479,18,0.07512841373682022,,,,,
480,18,0.0758701041340828,,,,,
481,18,0.06277506798505783,,,,,
482,18,0.06664537638425827,,,,,
483,18,0.05456191301345825,,,,,
484,18,0.07054930180311203,,,,,
485,18,0.057913072407245636,,,,,
486,18,0.06851515173912048,,,,,
487,18,0.03564605861902237,,,,,
488,18,0.0692661851644516,,,,,
489,18,0.06200719624757767,,,,,
490,18,0.07170233130455017,,,,,
491,18,0.05651123449206352,,,,,
492,18,0.059538647532463074,,,,,
493,18,0.05201537534594536,,,,,
72,,,0.04085333272814751,,,,
73,,,0.04695383831858635,,,,
74,,,0.06394722312688828,,,,
75,,,0.025850778445601463,,,,
493,18,,,0.04868217557668686,,,
493,18,,,,0.06020768731832504,0.6953125,1.0
494,19,0.0504176989197731,,,,,
495,19,0.046307917684316635,,,,,
496,19,0.054997846484184265,,,,,
497,19,0.045774370431900024,,,,,
498,19,0.05643383413553238,,,,,
499,19,0.06469959020614624,,,,,
500,19,0.05645769089460373,,,,,
501,19,0.05273885652422905,,,,,
502,19,0.05417562648653984,,,,,
503,19,0.04927896708250046,,,,,
504,19,0.07284759730100632,,,,,
505,19,0.05705113708972931,,,,,
506,19,0.06487186253070831,,,,,
507,19,0.05481550097465515,,,,,
508,19,0.07067178934812546,,,,,
509,19,0.052160948514938354,,,,,
510,19,0.05295063927769661,,,,,
511,19,0.07447654008865356,,,,,
512,19,0.046352215111255646,,,,,
513,19,0.06516724079847336,,,,,
514,19,0.07156053185462952,,,,,
515,19,0.06900220364332199,,,,,
516,19,0.05527646094560623,,,,,
517,19,0.046938784420490265,,,,,
518,19,0.04529275745153427,,,,,
519,19,0.056567128747701645,,,,,
76,,,0.039426304399967194,,,,
77,,,0.0441012941300869,,,,
78,,,0.06231753155589104,,,,
79,,,0.024389706552028656,,,,
519,19,,,0.046751558780670166,,,
519,19,,,,0.057203296571969986,0.6796875,1.0
520,20,0.050805848091840744,,,,,
521,20,0.05293535441160202,,,,,
522,20,0.05904527008533478,,,,,
523,20,0.05047205463051796,,,,,
524,20,0.057198524475097656,,,,,
525,20,0.0663059875369072,,,,,
526,20,0.05948885530233383,,,,,
527,20,0.047278597950935364,,,,,
528,20,0.05192489176988602,,,,,
529,20,0.055521830916404724,,,,,
530,20,0.05775958672165871,,,,,
531,20,0.05179976299405098,,,,,
532,20,0.060013219714164734,,,,,
533,20,0.07260264456272125,,,,,
534,20,0.06430922448635101,,,,,
535,20,0.043362442404031754,,,,,
536,20,0.06745262444019318,,,,,
537,20,0.04857063665986061,,,,,
538,20,0.06411255896091461,,,,,
539,20,0.03815479576587677,,,,,
540,20,0.06579307466745377,,,,,
541,20,0.04182574898004532,,,,,
542,20,0.0653761699795723,,,,,
543,20,0.05667063221335411,,,,,
544,20,0.0671507939696312,,,,,
545,20,0.07631789892911911,,,,,
80,,,0.039594363421201706,,,,
81,,,0.044977568089962006,,,,
82,,,0.06352734565734863,,,,
83,,,0.024968070909380913,,,,
545,20,,,0.047489628195762634,,,
545,20,,,,0.05739419162273407,0.6953125,1.0
546,21,0.04309438169002533,,,,,
547,21,0.06077098101377487,,,,,
548,21,0.06381957232952118,,,,,
549,21,0.049329742789268494,,,,,
550,21,0.05851344019174576,,,,,
551,21,0.054740097373723984,,,,,
552,21,0.06570806354284286,,,,,
553,21,0.05020034313201904,,,,,
554,21,0.05293145775794983,,,,,
555,21,0.04752387851476669,,,,,
556,21,0.04764523357152939,,,,,
557,21,0.05324971303343773,,,,,
558,21,0.06902984529733658,,,,,
559,21,0.06713252514600754,,,,,
560,21,0.06109928712248802,,,,,
561,21,0.05419089272618294,,,,,
562,21,0.05873594805598259,,,,,
563,21,0.06426162272691727,,,,,
564,21,0.05195484682917595,,,,,
565,21,0.037834011018276215,,,,,
566,21,0.04543785750865936,,,,,
567,21,0.06015758588910103,,,,,
568,21,0.07019320130348206,,,,,
569,21,0.06391987204551697,,,,,
570,21,0.061307840049266815,,,,,
571,21,0.05094444379210472,,,,,
84,,,0.038655467331409454,,,,
85,,,0.04485057666897774,,,,
86,,,0.06236979365348816,,,,
87,,,0.024746697396039963,,,,
571,21,,,0.04678846895694733,,,
571,21,,,,0.0562971830368042,0.6953125,1.0
572,22,0.05221860483288765,,,,,
573,22,0.06526392698287964,,,,,
574,22,0.04940226301550865,,,,,
575,22,0.05710528418421745,,,,,
576,22,0.05603412911295891,,,,,
577,22,0.05010741204023361,,,,,
578,22,0.05635436251759529,,,,,
579,22,0.048522163182497025,,,,,
580,22,0.07149848341941833,,,,,
581,22,0.06560565531253815,,,,,
582,22,0.060486648231744766,,,,,
583,22,0.04758996516466141,,,,,
584,22,0.05776374414563179,,,,,
585,22,0.06196548789739609,,,,,
586,22,0.0579773373901844,,,,,
587,22,0.06540066748857498,,,,,
588,22,0.05188257247209549,,,,,
589,22,0.05587193742394447,,,,,
590,22,0.04601255804300308,,,,,
591,22,0.0570162758231163,,,,,
592,22,0.06183119863271713,,,,,
593,22,0.05897211283445358,,,,,
594,22,0.036787837743759155,,,,,
595,22,0.05832411348819733,,,,,
596,22,0.07353291660547256,,,,,
597,22,0.06043408066034317,,,,,
88,,,0.04213133454322815,,,,
89,,,0.0445997528731823,,,,
90,,,0.06220688670873642,,,,
91,,,0.025131504982709885,,,,
597,22,,,0.047760263085365295,,,
597,22,,,,0.05707545578479767,0.6875,0.99609375
598,23,0.04728466272354126,,,,,
599,23,0.07134445011615753,,,,,
600,23,0.059345752000808716,,,,,
601,23,0.07564832270145416,,,,,
602,23,0.05830112844705582,,,,,
603,23,0.040974028408527374,,,,,
604,23,0.049311306327581406,,,,,
605,23,0.04936765879392624,,,,,
606,23,0.047538623213768005,,,,,
607,23,0.05939803645014763,,,,,
608,23,0.06889007985591888,,,,,
609,23,0.06513971835374832,,,,,
610,23,0.05636521056294441,,,,,
611,23,0.051831357181072235,,,,,
612,23,0.03387567773461342,,,,,
613,23,0.04349647834897041,,,,,
614,23,0.042151372879743576,,,,,
615,23,0.05844857916235924,,,,,
616,23,0.0690997764468193,,,,,
617,23,0.05449838191270828,,,,,
618,23,0.05089014023542404,,,,,
619,23,0.047548163682222366,,,,,
620,23,0.0624040812253952,,,,,
621,23,0.05102786794304848,,,,,
622,23,0.058164775371551514,,,,,
623,23,0.04567580670118332,,,,,
92,,,0.043249621987342834,,,,
93,,,0.04464443400502205,,,,
94,,,0.06258662045001984,,,,
