source_test,target_text
-9.61098,7e-05
-9.60998,7e-05
-9.60898,7e-05
-9.60798,7e-05
-9.60698,7e-05
-9.60598,7e-05
-9.60498,7e-05
-9.60398,7e-05
-9.60298,7e-05
-9.60198,7e-05
-9.60098,7e-05
-9.59998,7e-05
-9.59898,7e-05
-9.59798,7e-05
-9.59698,7e-05
-9.59598,7e-05
-9.59498,7e-05
-9.59398,7e-05
-9.59298,7e-05
-9.59198,7e-05
-9.59098,7e-05
-9.58998,7e-05
-9.58898,7e-05
-9.58798,7e-05
-9.58698,7e-05
-9.58598,7e-05
-9.58498,7e-05
-9.58398,7e-05
-9.58298,7e-05
-9.58198,7e-05
-9.58098,7e-05
-9.57998,7e-05
-9.57898,7e-05
-9.57798,7e-05
-9.57698,7e-05
-9.57598,7e-05
-9.57498,7e-05
-9.57398,7e-05
-9.57298,7e-05
-9.57198,7e-05
-9.57098,7e-05
-9.56998,7e-05
-9.56898,7e-05
-9.56798,7e-05
-9.56698,7e-05
-9.56598,7e-05
-9.56498,7e-05
-9.56398,7e-05
-9.56298,7e-05
-9.56198,7e-05
-9.56098,7e-05
-9.55998,7e-05
-9.55898,7e-05
-9.55798,7e-05
-9.55698,7e-05
-9.55598,7e-05
-9.55498,7e-05
-9.55398,7e-05
-9.55298,7e-05
-9.55198,7e-05
-9.55098,7e-05
-9.54998,7e-05
-9.54898,7e-05
-9.54798,7e-05
-9.54698,7e-05
-9.54598,7e-05
-9.54498,7e-05
-9.54398,7e-05
-9.54298,7e-05
-9.54198,7e-05
-9.54098,7e-05
-9.53998,7e-05
-9.53898,7e-05
-9.53798,7e-05
-9.53698,7e-05
-9.53598,7e-05
-9.53498,7e-05
-9.53398,7e-05
-9.53298,7e-05
-9.53198,7e-05
-9.53098,7e-05
-9.52998,7e-05
-9.52898,7e-05
-9.52798,7e-05
-9.52698,7e-05
-9.52598,7e-05
-9.52498,7e-05
-9.52398,7e-05
-9.52298,7e-05
-9.52198,7e-05
-9.52098,7e-05
-9.51998,7e-05
-9.51898,7e-05
-9.51798,7e-05
-9.51698,7e-05
-9.51598,7e-05
-9.51498,7e-05
-9.51398,7e-05
-9.51298,7e-05
-9.51198,7e-05
-9.51098,7e-05
-9.50998,7e-05
-9.50898,7e-05
-9.50798,7e-05
-9.50698,7e-05
-9.50598,7e-05
-9.50498,7e-05
-9.50398,7e-05
-9.50298,7e-05
-9.50198,7e-05
-9.50098,7e-05
-9.49997,7e-05
-9.49897,7e-05
-9.49797,7e-05
-9.49697,8e-05
-9.49597,8e-05
-9.49497,8e-05
-9.49397,8e-05
-9.49297,8e-05
-9.49197,8e-05
-9.49097,8e-05
-9.48997,8e-05
-9.48897,8e-05
-9.48797,8e-05
-9.48697,8e-05
-9.48597,8e-05
-9.48497,8e-05
-9.48397,8e-05
-9.48297,8e-05
-9.48197,8e-05
-9.48097,8e-05
-9.47997,8e-05
-9.47897,8e-05
-9.47797,8e-05
-9.47697,8e-05
-9.47597,8e-05
-9.47497,8e-05
-9.47397,8e-05
-9.47297,8e-05
-9.47197,8e-05
-9.47097,8e-05
-9.46997,8e-05
-9.46897,8e-05
-9.46797,8e-05
-9.46697,8e-05
-9.46597,8e-05
-9.46497,8e-05
-9.46397,8e-05
-9.46297,8e-05
-9.46197,8e-05
-9.46097,8e-05
-9.45997,8e-05
-9.45897,8e-05
-9.45797,8e-05
-9.45697,8e-05
-9.45597,8e-05
-9.45497,8e-05
-9.45397,8e-05
-9.45297,8e-05
-9.45197,8e-05
-9.45097,8e-05
-9.44997,8e-05
-9.44897,8e-05
-9.44797,8e-05
-9.44697,8e-05
-9.44597,8e-05
-9.44497,8e-05
-9.44397,8e-05
-9.44297,8e-05
-9.44197,8e-05
-9.44097,8e-05
-9.43997,8e-05
-9.43897,8e-05
-9.43797,8e-05
-9.43697,8e-05
-9.43597,8e-05
-9.43497,8e-05
-9.43397,8e-05
-9.43297,8e-05
-9.43197,8e-05
-9.43097,8e-05
-9.42997,8e-05
-9.42897,8e-05
-9.42797,8e-05
-9.42697,8e-05
-9.42597,8e-05
-9.42497,8e-05
-9.42397,8e-05
-9.42297,8e-05
-9.42197,8e-05
-9.42097,8e-05
-9.41997,8e-05
-9.41897,8e-05
-9.41797,8e-05
-9.41697,8e-05
-9.41597,8e-05
-9.41497,8e-05
-9.41397,8e-05
-9.41297,8e-05
-9.41197,8e-05
-9.41097,8e-05
-9.40997,8e-05
-9.40897,8e-05
-9.40797,8e-05
-9.40697,8e-05
-9.40597,8e-05
-9.40497,8e-05
-9.40397,8e-05
-9.40297,8e-05
-9.40197,8e-05
-9.40097,8e-05
-9.39997,8e-05
-9.39897,8e-05
-9.39797,8e-05
-9.39697,8e-05
-9.39597,8e-05
-9.39497,8e-05
-9.39397,8e-05
-9.39297,8e-05
-9.39197,8e-05
-9.39097,8e-05
-9.38997,8e-05
-9.38897,8e-05
-9.38797,8e-05
-9.38697,8e-05
-9.38597,8e-05
-9.38497,8e-05
-9.38397,8e-05
-9.38297,8e-05
-9.38197,8e-05
-9.38097,8e-05
-9.37997,8e-05
-9.37897,8e-05
-9.37797,8e-05
-9.37697,8e-05
-9.37597,8e-05
-9.37497,8e-05
-9.37397,8e-05
-9.37297,8e-05
-9.37197,9e-05
-9.37097,9e-05
-9.36997,9e-05
-9.36897,9e-05
-9.36797,9e-05
-9.36697,9e-05
-9.36597,9e-05
-9.36497,9e-05
-9.36397,9e-05
-9.36297,9e-05
-9.36197,9e-05
-9.36097,9e-05
-9.35997,9e-05
-9.35897,9e-05
-9.35797,9e-05
-9.35697,9e-05
-9.35597,9e-05
-9.35497,9e-05
-9.35397,9e-05
-9.35297,9e-05
-9.35197,9e-05
-9.35097,9e-05
-9.34997,9e-05
-9.34897,9e-05
-9.34797,9e-05
-9.34697,9e-05
-9.34597,9e-05
-9.34497,9e-05
-9.34397,9e-05
-9.34297,9e-05
-9.34197,9e-05
-9.34097,9e-05
-9.33997,9e-05
-9.33897,9e-05
-9.33797,9e-05
-9.33697,9e-05
-9.33597,9e-05
-9.33497,9e-05
-9.33397,9e-05
-9.33297,9e-05
-9.33197,9e-05
-9.33097,9e-05
-9.32997,9e-05
-9.32897,9e-05
-9.32797,9e-05
-9.32697,9e-05
-9.32597,9e-05
-9.32497,9e-05
-9.32397,9e-05
-9.32297,9e-05
-9.32197,9e-05
-9.32097,9e-05
-9.31997,9e-05
-9.31897,9e-05
-9.31797,9e-05
-9.31697,9e-05
-9.31597,9e-05
-9.31497,9e-05
-9.31397,9e-05
-9.31297,9e-05
-9.31197,9e-05
-9.31097,9e-05
-9.30997,9e-05
-9.30897,9e-05
-9.30797,9e-05
-9.30697,9e-05
-9.30597,9e-05
-9.30497,9e-05
-9.30397,9e-05
-9.30297,9e-05
-9.30197,9e-05
-9.30097,9e-05
-9.29996,9e-05
-9.29896,9e-05
-9.29796,9e-05
-9.29696,9e-05
-9.29596,9e-05
-9.29496,9e-05
-9.29396,9e-05
-9.29296,9e-05
-9.29196,9e-05
-9.29096,9e-05
-9.28996,9e-05
-9.28896,9e-05
-9.28796,9e-05
-9.28696,9e-05
-9.28596,9e-05
-9.28496,9e-05
-9.28396,9e-05
-9.28296,9e-05
-9.28196,9e-05
-9.28096,9e-05
-9.27996,9e-05
-9.27896,9e-05
-9.27796,9e-05
-9.27696,9e-05
-9.27596,9e-05
-9.27496,9e-05
-9.27396,9e-05
-9.27296,9e-05
-9.27196,9e-05
-9.27096,9e-05
-9.26996,9e-05
-9.26896,9e-05
-9.26796,9e-05
-9.26696,9e-05
-9.26596,9e-05
-9.26496,9e-05
-9.26396,9e-05
-9.26296,9e-05
-9.26196,9e-05
-9.26096,0.0001
-9.25996,0.0001
-9.25896,0.0001
-9.25796,0.0001
-9.25696,0.0001
-9.25596,0.0001
-9.25496,0.0001
-9.25396,0.0001
-9.25296,0.0001
-9.25196,0.0001
-9.25096,0.0001
-9.24996,0.0001
-9.24896,0.0001
-9.24796,0.0001
-9.24696,0.0001
-9.24596,0.0001
-9.24496,0.0001
-9.24396,0.0001
-9.24296,0.0001
-9.24196,0.0001
-9.24096,0.0001
-9.23996,0.0001
-9.23896,0.0001
-9.23796,0.0001
-9.23696,0.0001
-9.23596,0.0001
-9.23496,0.0001
-9.23396,0.0001
-9.23296,0.0001
-9.23196,0.0001
-9.23096,0.0001
-9.22996,0.0001
-9.22896,0.0001
-9.22796,0.0001
-9.22696,0.0001
-9.22596,0.0001
-9.22496,0.0001
-9.22396,0.0001
-9.22296,0.0001
-9.22196,0.0001
-9.22096,0.0001
-9.21996,0.0001
-9.21896,0.0001
-9.21796,0.0001
-9.21696,0.0001
-9.21596,0.0001
-9.21496,0.0001
-9.21396,0.0001
-9.21296,0.0001
-9.21196,0.0001
-9.21096,0.0001
-9.20996,0.0001
-9.20896,0.0001
-9.20796,0.0001
-9.20696,0.0001
-9.20596,0.0001
-9.20496,0.0001
-9.20396,0.0001
-9.20296,0.0001
-9.20196,0.0001
-9.20096,0.0001
-9.19996,0.0001
-9.19896,0.0001
-9.19796,0.0001
-9.19696,0.0001
-9.19596,0.0001
-9.19496,0.0001
-9.19396,0.0001
-9.19296,0.0001
-9.19196,0.0001
-9.19096,0.0001
-9.18996,0.0001
-9.18896,0.0001
-9.18796,0.0001
-9.18696,0.0001
-9.18596,0.0001
-9.18496,0.0001
-9.18396,0.0001
-9.18296,0.0001
-9.18196,0.0001
-9.18096,0.0001
-9.17996,0.0001
-9.17896,0.0001
-9.17796,0.0001
-9.17696,0.0001
-9.17596,0.0001
-9.17496,0.0001
-9.17396,0.0001
-9.17296,0.0001
-9.17196,0.0001
-9.17096,0.0001
-9.16996,0.0001
-9.16896,0.0001
-9.16796,0.0001
-9.16696,0.0001
-9.16596,0.0001
-9.16496,0.0001
-9.16396,0.0001
-9.16296,0.0001
-9.16196,0.0001
-9.16096,0.00011
-9.15996,0.00011
-9.15896,0.00011
-9.15796,0.00011
-9.15696,0.00011
-9.15596,0.00011
-9.15496,0.00011
-9.15396,0.00011
-9.15296,0.00011
-9.15196,0.00011
-9.15096,0.00011
-9.14996,0.00011
-9.14896,0.00011
-9.14796,0.00011
-9.14696,0.00011
-9.14596,0.00011
-9.14496,0.00011
-9.14396,0.00011
-9.14296,0.00011
-9.14196,0.00011
-9.14096,0.00011
-9.13996,0.00011
-9.13896,0.00011
-9.13796,0.00011
-9.13696,0.00011
-9.13596,0.00011
-9.13496,0.00011
-9.13396,0.00011
-9.13296,0.00011
-9.13196,0.00011
-9.13096,0.00011
-9.12996,0.00011
-9.12896,0.00011
-9.12796,0.00011
-9.12696,0.00011
-9.12596,0.00011
-9.12496,0.00011
-9.12396,0.00011
-9.12296,0.00011
-9.12196,0.00011
-9.12096,0.00011
-9.11996,0.00011
-9.11896,0.00011
-9.11796,0.00011
-9.11696,0.00011
-9.11596,0.00011
-9.11496,0.00011
-9.11396,0.00011
-9.11296,0.00011
-9.11196,0.00011
-9.11096,0.00011
-9.10996,0.00011
-9.10896,0.00011
-9.10796,0.00011
-9.10696,0.00011
-9.10596,0.00011
-9.10496,0.00011
-9.10396,0.00011
-9.10296,0.00011
-9.10196,0.00011
-9.10096,0.00011
-9.09995,0.00011
-9.09895,0.00011
-9.09795,0.00011
-9.09695,0.00011
-9.09595,0.00011
-9.09495,0.00011
-9.09395,0.00011
-9.09295,0.00011
-9.09195,0.00011
-9.09095,0.00011
-9.08995,0.00011
-9.08895,0.00011
-9.08795,0.00011
-9.08695,0.00011
-9.08595,0.00011
-9.08495,0.00011
-9.08395,0.00011
-9.08295,0.00011
-9.08195,0.00011
-9.08095,0.00011
-9.07995,0.00011
-9.07895,0.00011
-9.07795,0.00011
-9.07695,0.00011
-9.07595,0.00011
-9.07495,0.00011
-9.07395,0.00011
-9.07295,0.00011
-9.07195,0.00011
-9.07095,0.00011
-9.06995,0.00012
-9.06895,0.00012
-9.06795,0.00012
-9.06695,0.00012
-9.06595,0.00012
-9.06495,0.00012
-9.06395,0.00012
-9.06295,0.00012
-9.06195,0.00012
-9.06095,0.00012
-9.05995,0.00012
-9.05895,0.00012
-9.05795,0.00012
-9.05695,0.00012
-9.05595,0.00012
-9.05495,0.00012
-9.05395,0.00012
-9.05295,0.00012
-9.05195,0.00012
-9.05095,0.00012
-9.04995,0.00012
-9.04895,0.00012
-9.04795,0.00012
-9.04695,0.00012
-9.04595,0.00012
-9.04495,0.00012
-9.04395,0.00012
-9.04295,0.00012
-9.04195,0.00012
-9.04095,0.00012
-9.03995,0.00012
-9.03895,0.00012
-9.03795,0.00012
-9.03695,0.00012
-9.03595,0.00012
-9.03495,0.00012
-9.03395,0.00012
-9.03295,0.00012
-9.03195,0.00012
-9.03095,0.00012
-9.02995,0.00012
-9.02895,0.00012
-9.02795,0.00012
-9.02695,0.00012
-9.02595,0.00012
-9.02495,0.00012
-9.02395,0.00012
-9.02295,0.00012
-9.02195,0.00012
-9.02095,0.00012
-9.01995,0.00012
-9.01895,0.00012
-9.01795,0.00012
-9.01695,0.00012
-9.01595,0.00012
-9.01495,0.00012
-9.01395,0.00012
-9.01295,0.00012
-9.01195,0.00012
-9.01095,0.00012
-9.00995,0.00012
-9.00895,0.00012
-9.00795,0.00012
-9.00695,0.00012
-9.00595,0.00012
-9.00495,0.00012
-9.00395,0.00012
-9.00295,0.00012
-9.00195,0.00012
-9.00095,0.00012
-8.99995,0.00012
-8.99895,0.00012
-8.99795,0.00012
-8.99695,0.00012
-8.99595,0.00012
-8.99495,0.00012
-8.99395,0.00012
-8.99295,0.00012
-8.99195,0.00012
-8.99095,0.00012
-8.98995,0.00012
-8.98895,0.00012
-8.98795,0.00012
-8.98695,0.00013
-8.98595,0.00013
-8.98495,0.00013
-8.98395,0.00013
-8.98295,0.00013
-8.98195,0.00013
-8.98095,0.00013
-8.97995,0.00013
-8.97895,0.00013
-8.97795,0.00013
-8.97695,0.00013
-8.97595,0.00013
-8.97495,0.00013
-8.97395,0.00013
-8.97295,0.00013
-8.97195,0.00013
-8.97095,0.00013
-8.96995,0.00013
-8.96895,0.00013
-8.96795,0.00013
-8.96695,0.00013
-8.96595,0.00013
-8.96495,0.00013
-8.96395,0.00013
-8.96295,0.00013
-8.96195,0.00013
-8.96095,0.00013
-8.95995,0.00013
-8.95895,0.00013
-8.95795,0.00013
-8.95695,0.00013
-8.95595,0.00013
-8.95495,0.00013
-8.95395,0.00013
-8.95295,0.00013
-8.95195,0.00013
-8.95095,0.00013
-8.94995,0.00013
-8.94895,0.00013
-8.94795,0.00013
-8.94695,0.00013
-8.94595,0.00013
-8.94495,0.00013
-8.94395,0.00013
-8.94295,0.00013
-8.94195,0.00013
-8.94095,0.00013
-8.93995,0.00013
-8.93895,0.00013
-8.93795,0.00013
-8.93695,0.00013
-8.93595,0.00013
-8.93495,0.00013
-8.93395,0.00013
-8.93295,0.00013
-8.93195,0.00013
-8.93095,0.00013
-8.92995,0.00013
-8.92895,0.00013
-8.92795,0.00013
-8.92695,0.00013
-8.92595,0.00013
-8.92495,0.00013
-8.92395,0.00013
-8.92295,0.00013
-8.92195,0.00013
-8.92095,0.00013
-8.91995,0.00013
-8.91895,0.00013
-8.91795,0.00013
-8.91695,0.00013
-8.91595,0.00013
-8.91495,0.00013
-8.91395,0.00013
-8.91295,0.00013
-8.91195,0.00013
-8.91095,0.00013
-8.90995,0.00014
-8.90895,0.00014
-8.90795,0.00014
-8.90695,0.00014
-8.90595,0.00014
-8.90495,0.00014
-8.90395,0.00014
-8.90295,0.00014
-8.90195,0.00014
-8.90095,0.00014
-8.89994,0.00014
-8.89894,0.00014
-8.89794,0.00014
-8.89694,0.00014
-8.89594,0.00014
-8.89494,0.00014
-8.89394,0.00014
-8.89294,0.00014
-8.89194,0.00014
-8.89094,0.00014
-8.88994,0.00014
-8.88894,0.00014
-8.88794,0.00014
-8.88694,0.00014
-8.88594,0.00014
-8.88494,0.00014
-8.88394,0.00014
-8.88294,0.00014
-8.88194,0.00014
-8.88094,0.00014
-8.87994,0.00014
-8.87894,0.00014
-8.87794,0.00014
-8.87694,0.00014
-8.87594,0.00014
-8.87494,0.00014
-8.87394,0.00014
-8.87294,0.00014
-8.87194,0.00014
-8.87094,0.00014
-8.86994,0.00014
-8.86894,0.00014
-8.86794,0.00014
-8.86694,0.00014
-8.86594,0.00014
-8.86494,0.00014
-8.86394,0.00014
-8.86294,0.00014
-8.86194,0.00014
-8.86094,0.00014
-8.85994,0.00014
-8.85894,0.00014
-8.85794,0.00014
-8.85694,0.00014
-8.85594,0.00014
-8.85494,0.00014
-8.85394,0.00014
-8.85294,0.00014
-8.85194,0.00014
-8.85094,0.00014
-8.84994,0.00014
-8.84894,0.00014
-8.84794,0.00014
-8.84694,0.00014
-8.84594,0.00014
-8.84494,0.00014
-8.84394,0.00014
-8.84294,0.00014
-8.84194,0.00014
-8.84094,0.00014
-8.83994,0.00014
-8.83894,0.00014
-8.83794,0.00015
-8.83694,0.00015
-8.83594,0.00015
-8.83494,0.00015
-8.83394,0.00015
-8.83294,0.00015
-8.83194,0.00015
-8.83094,0.00015
-8.82994,0.00015
-8.82894,0.00015
-8.82794,0.00015
-8.82694,0.00015
-8.82594,0.00015
-8.82494,0.00015
-8.82394,0.00015
-8.82294,0.00015
-8.82194,0.00015
-8.82094,0.00015
-8.81994,0.00015
-8.81894,0.00015
-8.81794,0.00015
-8.81694,0.00015
-8.81594,0.00015
-8.81494,0.00015
-8.81394,0.00015
-8.81294,0.00015
-8.81194,0.00015
-8.81094,0.00015
-8.80994,0.00015
-8.80894,0.00015
-8.80794,0.00015
-8.80694,0.00015
-8.80594,0.00015
-8.80494,0.00015
-8.80394,0.00015
-8.80294,0.00015
-8.80194,0.00015
-8.80094,0.00015
-8.79994,0.00015
-8.79894,0.00015
-8.79794,0.00015
-8.79694,0.00015
-8.79594,0.00015
-8.79494,0.00015
-8.79394,0.00015
-8.79294,0.00015
-8.79194,0.00015
-8.79094,0.00015
-8.78994,0.00015
-8.78894,0.00015
-8.78794,0.00015
-8.78694,0.00015
-8.78594,0.00015
-8.78494,0.00015
-8.78394,0.00015
-8.78294,0.00015
-8.78194,0.00015
-8.78094,0.00015
-8.77994,0.00015
-8.77894,0.00015
-8.77794,0.00015
-8.77694,0.00015
-8.77594,0.00015
-8.77494,0.00015
-8.77394,0.00015
-8.77294,0.00015
-8.77194,0.00015
-8.77094,0.00016
-8.76994,0.00016
-8.76894,0.00016
-8.76794,0.00016
-8.76694,0.00016
-8.76594,0.00016
-8.76494,0.00016
-8.76394,0.00016
-8.76294,0.00016
-8.76194,0.00016
-8.76094,0.00016
-8.75994,0.00016
-8.75894,0.00016
-8.75794,0.00016
-8.75694,0.00016
-8.75594,0.00016
-8.75494,0.00016
-8.75394,0.00016
-8.75294,0.00016
-8.75194,0.00016
-8.75094,0.00016
-8.74994,0.00016
-8.74894,0.00016
-8.74794,0.00016
-8.74694,0.00016
-8.74594,0.00016
-8.74494,0.00016
-8.74394,0.00016
-8.74294,0.00016
-8.74194,0.00016
-8.74094,0.00016
-8.73994,0.00016
-8.73894,0.00016
-8.73794,0.00016
-8.73694,0.00016
-8.73594,0.00016
-8.73494,0.00016
-8.73394,0.00016
-8.73294,0.00016
-8.73194,0.00016
-8.73094,0.00016
-8.72994,0.00016
-8.72894,0.00016
-8.72794,0.00016
-8.72694,0.00016
-8.72594,0.00016
-8.72494,0.00016
-8.72394,0.00016
-8.72294,0.00016
-8.72194,0.00016
